fragment,number_of_rel,sum_difficulty,avg_difficulty
cc,2524,2766.298856392949,1.0959979621208198
CC,2240,2209.093427026858,0.9862024227798474
ccc,2190,2455.248421993338,1.1211180009102
cccc,1930,2166.525513779306,1.122552079678397
CCC,1771,1716.6325635480632,0.9693012781186128
ccccc,1728,1976.8785875432623,1.1440269603838322
CCCC,1203,1203.5299077536167,1.0004404885732474
CCCCC,921,957.9898607176742,1.0401627152200588
ccC,914,1002.1659679556218,1.096461671723875
cccC,834,907.2899095369526,1.0878775893728447
C<=O>N,798,783.8332904536119,0.982247231144877
cc(c)C,747,834.4546425287923,1.1170744879903511
Cc,741,781.9209016879704,1.0552238889176389
ccc(c)C,727,802.1522675446004,1.103373132798625
CN,697,760.455208222777,1.0910404709078578
ccccC,689,743.301043467241,1.0788113838421496
CC(C)C,591,666.9370976549052,1.1284891669287735
cc<-X>c,580,731.4844084181817,1.2611800145141063
CC<=O>,578,542.9647436475464,0.9393853696324331
cN,560,626.9636507319842,1.1195779477356862
cn,559,638.983672947741,1.1430834936453327
CCC(C)C,507,596.8369574490326,1.1771932099586442
C=C,506,528.2548708317283,1.043981958165471
ccc<-X>c,501,603.2122638778526,1.204016494766173
C=CC,478,499.4176518235657,1.044806802978171
cnc,457,501.87265081787683,1.0981896079165796
CC<-O>,455,389.099361755301,0.855163432429233
cc<-X>,447,506.4995603446015,1.1331086361176768
CO,440,481.3764921568693,1.094037482174703
ccn,429,508.1244345277076,1.1844392413233278
ccN,414,460.18484661634676,1.1115576005225767
C=CCC,402,415.7841102550037,1.0342888314801089
c<-X>c,399,531.5733800637852,1.332264110435552
cccN,398,434.9549491427707,1.0928516310119867
CCC<=O>,398,349.0563853897344,0.8770260939440562
cc(c)N,383,416.07895589891586,1.0863680310676656
CCC<-O>,379,314.11592499213924,0.8288019129080191
ccc(c)N,377,406.49789910566204,1.078243764206
ccc<-X>,376,429.83428368994487,1.143176286409428
ccc<-X>cc,373,444.49380084782126,1.1916723883319604
CC<=O>N,373,317.4230100221926,0.8510000268691491
CCN,358,445.0268369063497,1.2430917232020942
CCCC<=O>,357,300.8189236963171,0.8426300383650338
ccnc,353,410.96519053083523,1.1642073386142642
c<-X>cc,336,425.3518357557177,1.2659280826063026
cccc<-X>c,336,410.97021173566264,1.2231256301656626
cccn,329,393.35351030266247,1.1956033747801291
ccCC,329,378.55694327674297,1.1506290069201914
CCO,325,344.8449778227329,1.0610614702237935
cc(c)c,324,447.2263094330098,1.3803281155339808
ccc(c)c,324,447.2263094330098,1.3803281155339808
C=CCCC,321,339.0794203956917,1.0563221819180428
C<=O>O,309,331.85190777536417,1.0739543940950296
CC<-O>C,309,266.88634666316244,0.8637098597513347
NC<=O>N,307,242.6605192750149,0.7904251442182896
ccccN,305,331.80343383579253,1.0878801109370246
ccNC<=O>,300,330.16206328218243,1.1005402109406082
c<-X>cccc,297,382.73130148864834,1.2886575807698597
cccCC,297,329.0513912501171,1.1079171422562866
CCCC<-O>,295,231.32451614134976,0.784150902174067
cc(c)CC,290,339.288213391446,1.1699593565222275
CNC<=O>,290,308.65787404262295,1.0643374966986998
cccNC<=O>,285,312.164498088945,1.095314028382263
cccnc,283,335.10688508743493,1.1841232688601941
cc(c)NC<=O>,283,310.7945709987653,1.0982140317977573
cO,279,336.2403287537599,1.2051624686514693
c<-X>ccc,274,353.7598040207516,1.2910941752582175
c<-X>c<-X>,273,403.544794611109,1.4781860608465531
cccc<-X>,273,323.14214691173964,1.1836708678085701
CNC,269,316.95512123158903,1.1782718261397362
C<=O>NC<=O>,269,215.4279734031715,0.8008474847701543
ccO,261,306.7022236410202,1.1751043051380086
ncn,254,244.56894889799307,0.9628698775511538
CCC<-O>C,253,218.88885951000816,0.8651733577470678
C=C(C)C,252,269.53938551656864,1.0696007361768598
cc<-O>c,252,236.7506815209852,0.939486831432481
c<-X>cc<-X>,250,386.1614070835301,1.5446456283341203
ccC<=O>,246,290.2040164179836,1.1796911236503398
cc<-X>c<-X>,240,339.22964665842795,1.413456861076783
C<=O>Nc,240,270.4882740898806,1.1270344753745023
cncn,240,224.17723566449794,0.9340718152687414
cccO,238,275.31160671758835,1.1567714567965897
c-c,237,383.2038922953965,1.6168940603181285
CCCCC<=O>,237,222.07294498387185,0.9370166455015689
CCC<=O>N,236,179.2880682405038,0.7596952044089145
CC<=O>C,235,232.8609762468391,0.9908977712631452
CCCCC<-O>,234,191.99826155774764,0.8205053912724258
cccC<=O>,230,271.4849913563561,1.1803695276363309
C=CC<=O>,230,234.25366229746766,1.0184941839020334
ccc<-O>c,230,212.53474855741948,0.9240641241626933
CC<=O>NC<=O>,229,171.1416092256682,0.7473432717278087
CNc,225,278.7903768158091,1.2390683414035961
CCc,224,266.64404725343155,1.1903752109528194
ccc<-O>,222,188.5870302215561,0.8494911271241266
CCNc,219,267.60338893756716,1.2219332828199414
C=C(C)CC,219,242.55777144921802,1.107569732644831
ccccn,214,281.33659881027654,1.314657003786339
CCC(C)C<=O>,213,187.8798779098634,0.882065154506401
C<=O>CC(C)C,212,228.70934342984117,1.07881765768793
cc-c,211,328.06708518025056,1.55482030891114
cc(c)C<=O>,211,254.1410854720651,1.2044601207206878
cc<-O>,211,181.789140523719,0.8615599076953507
cC,209,259.98585438931764,1.2439514564082184
CCCC<=O>N,208,152.9002833568725,0.7350975161388101
C<=O>NC<=O>N,208,130.0773031712127,0.6253716498615994
ccc(c)C<=O>,206,249.6456592361486,1.2118721322143136
CCCC<-O>C,204,171.2445568079609,0.8394341019998083
