product_number,ingredients_smiles,review
15136783,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCC(C)C', 'C=CC(=O)N', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(CO)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'CCCCNC(=O)OCC#CI', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCC=CCCCCCCCCOCCOCCOCCOP(=O)(O)O']",4.6
15610961,"['O', 'C=CC1=CC=CC=C1', 'O=[Si]=O', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C=CC(=O)O', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'C(CO)N(CCO)CCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[K+].[K+]', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'CN1C(=O)C=CS1']",4.3
159382995,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCC(C)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C', 'CC(CC1C(C(C(CO1)O)O)O)O', 'CC(CO)O', 'CCCCCCCCCCC(CCCCCCCC)CO', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCO', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCC(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'C=CC(=O)N', 'C=C', 'CN1C(=O)C=CS1', 'COC(=O)C1=CC=C(C=C1)O', 'C1=CC=C(C=C1)OCCO', 'C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]', 'O=[Ti]=O', 'CC(=CCCC(C)(C=C)O)C', 'CC=CC1=CC(=C(C=C1)O)OC', 'CC1=CCC(CC1)C(=C)C', 'CC(CCC=C(C)C)CCO', 'C1=CC=C(C=C1)CO']",2.7
160209357,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC.C(CO)O.C(COCC(COCCO)(COCCO)COCCO)O', 'CCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+]', 'CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]', 'CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC', 'C[N+](C)(C)CC(COCCOC1C(C(C(OC1O)COCO)OC2C(C(C(C(O2)CO)OCCO)OCCO)O)O)O.[Cl-]', 'C1=CC=C(C=C1)OCCO', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1(C(=O)N(C(=O)N1CO)CO)C']",4.4
181312877,"['C1(C(=O)NC(=O)N1)NC(=O)N', 'C1=CC=C(C=C1)CO', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'CN1C=NC2=C1C(=O)N(C(=O)N2C)C', 'CCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C', 'O=[Cr]O[Cr]=O', 'CCCCCCCCOC(=O)OCCCCCCCC', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[K+].[K+]', 'C(C(CO)O)O', '[O-2].[O-2].[O-2].[Fe+3].[Fe+3]', 'CCCCCCCCCCCCCC(C)C', '[O-]S(=O)(=O)[O-].[Mg+2]', 'O=[Si]=O', 'CCCCCCCC[Si](OCC)(OCC)OCC', 'O([SiH3])[SiH2]O[SiH3]']",4.2
19416447,"['C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C1=CC(=CN=C1)C(=O)N', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', '[OH-].[K+]', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(CO)N(CCO)CCO', 'C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]', 'CCCCCCCCCCCCCCCC(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'C1C(NC(=O)S1)C(=O)O', 'CCCCCCCCCCCCCCCCC(C(=O)OC(CC)CCCCC)O', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C1=CC=C(C=C1)OCCO', 'O=[Bi].Cl', 'CC1=CCC(CC1)C(=C)C']",3.7
19529356,"['C(C(CO)O)O', 'CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]', 'CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]', 'CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'C[N+](C)(C)CC(COCCOC1C(C(C(OC1O)COCO)OC2C(C(C(C(O2)CO)OCCO)OCCO)O)O)O.[Cl-]', 'C1=CC=C(C=C1)CO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C1=CC=C(C=C1)OCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C']",4.6
19534355,"['C(C(CO)O)O', 'CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]', 'CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]', 'CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'C[N+](C)(C)CC(COCCOC1C(C(C(OC1O)COCO)OC2C(C(C(C(O2)CO)OCCO)OCCO)O)O)O.[Cl-]', 'C1=CC=C(C=C1)CO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C1=CC=C(C(=C1)C(=O)O)O', 'C1=CC=C(C=C1)OCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C=CC(=O)[O-].[Na+]', 'CCCCCCCCC=C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCOCCO']",4.6
19581063,"['O', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)N', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', '[OH-].[Na+]', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'CCCCNC(=O)OCC#CI', 'O=[Ti]=O', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]']",4.5
19581070,"['O', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'CC(=O)C1(C(C(C(C(O1)CO)O)O)N)O', 'C=C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C(CO)N(CCO)CCO', 'C=CC(=O)O', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCNC(=O)OCC#CI', 'C=CC(=O)N', 'O=[Ti]=O']",4.5
19589670,"['C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'C1(C(=O)NC(=O)N1)NC(=O)N', 'C(CCO)CCO', 'CC1=CCC(CC1)C(C)(CCC=C(C)C)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC(C(=O)O)O', 'CC(C(=O)[O-])O.[Na+]', 'C(C(C(=O)O)N)O', '[OH-].[Na+]', 'C(=O)(N)N', 'C(C(C(C(C(CO)O)O)O)O)O', '[Na+].[Cl-]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CN1C(=O)C=CS1']",4.3
21062552,"['O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C(C(CO)O)O', 'CC(CC1C(C(C(CO1)O)O)O)O', 'CC(CO)O', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCOP(=O)([O-])[O-].[K+].[K+]', '[OH-].[K+]', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCC(CCCCCCCC)CO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C1=CC=C(C=C1)OCCO', 'C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]', 'O=[Ti]=O', 'CC(=CCCC(C)(C=C)O)C', 'CC1=CCC(CC1)C(=C)C', 'CC(CCC=C(C)C)CCO', 'C1=CC=C(C=C1)CO']",4.4
216938642,"['O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C(C(CO)O)O', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', 'CCCCCCCCCCCCCC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C1=CC=C(C=C1)OCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O', 'CCCCCC=CCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CC(COP(=O)(OCC(C[N+](C)(C)CCCNC(=O)CCCCCCCC=CCC=CCCCCC)O)OCC(C[N+](C)(C)CCCNC(=O)CCCCCCCC=CCC=CCCCCC)O)O.[Cl-].[Cl-].[Cl-]', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C1CC(=O)NC1C(=O)[O-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]', 'CC(C)(C)O', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'C(C1C(C(C(C(O1)O)O)O)O)O', '[Cl-].[K+]', '[Na+].[Cl-]', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CC(C(=O)O)O']",4.6
22359133,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCC(=O)[O-].[K+]', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)NC(C)(C)CO', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C1=CC=C(C=C1)OCCO']",4.7
22875640,"['O', 'C(C(CO)O)O', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-]', 'C(CO)N(CCO)CCO', 'C(CCO)CCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C=CC(=O)O', 'C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]', 'CCCCCCCCCCCCCCCCCC(=O)[O-]', 'CCCCCCCCCCCCCCCC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CCCCCCCCCCCCCCCCO', 'COC(=O)C1=CC=C(C=C1)O', 'C1=CC=C(C=C1)OCCO', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'CCCCOC(=O)C1=CC=C(C=C1)O', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]', 'CC(=CCCC(C)(C=C)O)C', 'COC1=C(C=CC(=C1)CC=C)O', 'CC1=CCC(CC1)C(=C)C', 'CC(=CCCC(=CC=O)C)C', 'CC(CCC=C(C)C)CCO', 'C1=CC=C(C=C1)CO', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O']",4.4
23204587,"['O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)O)O)O)O)O', 'CC(=O)C1(C(C(C(C(O1)CO)O)O)N)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)OCCO', 'C=C', 'C1=CC=C(C=C1)CO', 'O=[Ti]=O', 'CCCCCCCCCCCCCC(C)C', 'COC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'C1(C(=O)NC(=O)N1)NC(=O)N', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCNC(=O)OCC#CI']",4.4
259995597,"['O', 'CCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C', 'C(C(CO)O)O', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[Na+]', 'C(CCO)CCO', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCCCOCCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'O=[Si]=O', 'CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO', '[OH-].[Na+]', 'O=[Ti]=O']",4.6
262316170,"['O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'C(CN)COP(=O)(O)OC1=C(C(OC1=O)C(CO)O)O', 'CCCCCCCCC(CCCCCC)(CCCCCC)C(CCCCCC)(CCCCCC)OC1=C(C(=O)OC1C(CO)O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(C1C(=C(C(=O)O1)O)O)O)O', 'COC1=C(C=CC(=C1)C=CC(=O)O)O', 'C=CC(=O)O', 'C=CC(=O)[O-].[Na+]', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC', 'CCCCCCCCCCCCCOCCO', 'C1=CC=C(C=C1)OCCO']",5
26814328,"['O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'CCCCCCCCCCCCCCCCCCOCCO', 'C=CC1=CC=CC=C1', 'O=[Si]=O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCCCCCCCO', 'O=[Ti]=O', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', '[Cl-].[Cl-].[Ca+2]', 'CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C1=CC=C(C=C1)OCCO', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'COC(=O)C1=CC=C(C=C1)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', '[OH-].[Na+]']",2.4
27800362,"['O', 'CC(CO)O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCOCCO', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'C=CC1=CC=CC=C1', 'CCCCCCC1=C(C=C(C=C1)O)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', '[OH-].[Na+]', 'O=[Ti]=O', 'COC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O']",3.6
27800363,"['O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCC1=C(C=C(C=C1)O)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'C1=CC=C(C=C1)OCCO', 'COC(=O)C1=CC=C(C=C1)O', 'O=[Ti]=O', 'C1C(C(C(O1)CO)O)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(C(C(CO)O)O)O)O', '[OH-].[Na+]']",4.6
323379918,"['O', 'C(C(CO)O)O', 'CC(CO)O', 'C=CC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', '[Na+].[Cl-]', 'CN1C(=O)C=CS1', 'CCCCNC(=O)OCC#CI']",5
332927390,"['O', 'CC(=O)NC(CCC(=O)O)C(=C)NC(CCC(=O)O)C(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N', 'CCCCCCCCCCCCCCCC(=O)NCC(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)O', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]']",3.7
337735678,"['O', 'C(C(C(C(C(CO)O)O)O)O)O', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC', 'CCCCCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'CN1C(=O)C=C(S1)Cl', 'CN1C(=O)C=CS1', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3]', 'CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O']",3.7
34334528,"['O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C=C', 'C(CCO)CCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)N', 'C1=CC=C(C=C1)CO', 'CCCCCCCCCCCCCCCCCCO', 'C=CC(=O)OCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCC(C)C', 'COC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCNC(=O)OCC#CI']",4.4
