fragment,number_of_rel,sum_difficulty,avg_difficulty
cnc[nH],733,517.7390115623184,0.7063288015857004
c<-OMe>c<-OMe>,733,468.13937839443116,0.6386621806199606
ccc(c<-X>)O,731,706.6699832316157,0.9667168033264236
ccc<=O>[nH],731,544.697181182369,0.7451397827392189
cc<-X>ccN,730,546.2105560027044,0.748233638359869
c<-NC(=O)CH3>c,730,411.81938531148114,0.564136144262303
CCC(C<=O>)N,728,779.3546590178505,1.070542114035509
C<=O>NC<-C(=O)O>,728,773.5996829896891,1.062636927183639
cNc,725,749.4947588903316,1.0337858743314918
CC<-O>COC,725,573.0025668962197,0.7903483681327168
cCC<=O>N,723,519.5026119372762,0.7185374992216822
cccC<=O>C,721,523.7904932581342,0.7264777992484525
CCC<-X>,721,502.57195591994014,0.6970484825519281
CCC<-O>CO,719,551.9025326996551,0.7675974029202436
ccCC<=O>N,717,516.0187364417105,0.719691403684394
NCCCO,715,516.7518445158461,0.7227298524697148
C(<-OEt>)<=O>C,714,437.88298175562755,0.6132814870526997
CN<-N=O>,713,428.60163127241526,0.6011243075349443
CCN(C)C<=O>,709,499.46187901810185,0.704459631901413
c<-NO2>cc,708,604.1722031421004,0.8533505694097464
cCCC<=O>N,707,669.405302559285,0.9468250389806011
cc-n,707,595.6536823319427,0.8425087444581933
CNS(<=O>)<=O>c,707,446.4355097576177,0.6314505088509444
cc<-C(=O)O>,706,697.7372863118172,0.9882964395351519
CCOC<=O>C,706,600.3745879624254,0.8503889347909708
cccc<-CF3>c,705,616.8620232909642,0.8749815933205166
C<-O>C<-O>COC,704,609.3923504748253,0.865614134197195
CCN(C<=O>)C,703,602.0904870428498,0.8564587297906825
cc(n)NC,703,452.58397464932943,0.6437894376235127
ccccC<-C(=O)O>,702,589.7027306221316,0.8400323798036063
C<=O>Oc,702,500.2690464148533,0.7126339692519278
C=NC,701,363.71227971519056,0.5188477599360778
c<-N>ncn,700,458.677184314842,0.6552531204497744
ccNc,699,728.2210461381114,1.0418040717283426
cccNc,699,728.2210461381114,1.0418040717283426
CCNC<=O>N,699,524.8147222856824,0.75080790026564
cnc<-N>nc<-N>,699,468.6706408938398,0.6704873260283831
c<-N>nc,698,475.4286053240781,0.6811298070545532
ccS(<=O>)<=O>NC,697,442.5724961298032,0.6349677132421854
c<-X>cOc,695,812.0408194324872,1.1684040567373917
c<-O>cc(c)C,694,631.162314252775,0.9094557842259006
C<-O>C(C<-O>)O,693,632.4631541764112,0.9126452441218055
ccNC<=O>N,693,568.187642121874,0.8198955874774516
CccNC,693,555.9562155198034,0.8022456212406976
cc<-X>c(c)C,691,584.3063424738963,0.8455952857798789
c<=O>[nH]c<=O>,691,509.04143968434374,0.7366735740728564
ccccc<=O>,690,498.8342517503915,0.7229481909425963
cC(C)C,689,695.8771295663088,1.0099813201252668
ccnc[nH],686,483.99887650260763,0.7055377208492822
CNC=N,683,398.63002581046163,0.5836457186097534
C<=O>NC(C)C<=O>,682,657.3737176066951,0.9638910815347436
CCccn,682,491.5634318246501,0.7207674953440617
Cc[nH],680,521.6607332061906,0.7671481370679273
ccOC<=O>N,679,420.2038487645324,0.6188569201244954
cOC<=O>N,679,420.2038487645324,0.6188569201244954
nc(n)N,678,582.3598619665395,0.8589378495081703
CCC<=O>C,678,516.9240490169312,0.7624248510574207
ccc<-C(=O)O>c,677,655.5758027556184,0.9683542138192295
ccnnn,676,471.4424528255016,0.6974000781442332
ccc[nH]c,675,569.2184248802107,0.8432865553780899
cc<-NC(=O)CH3>c,675,416.6462610069254,0.6172537200102598
C<-O>COCC<-O>,674,594.4674661384643,0.8819992079205701
ccS,674,576.6984073008123,0.855635619140671
CNN,674,519.5862005991962,0.7708994074172051
c<-X>c-c,672,731.7336311999295,1.0888893321427522
cc(c<-X>)C,672,573.0763608662496,0.8527922036700143
c<-NO2>cn,671,366.23446654074866,0.5458039739802514
cNC<=O>CN,670,389.7505233392396,0.5817171990137904
CCccO,668,634.6137918245909,0.9500206464439983
CC(O)O,668,536.5956616196378,0.8032869185922721
cc<-OMe>c<-OMe>,668,418.5915083472577,0.6266339945318229
c<-NC(=O)CH3>cc,668,378.6738491629036,0.5668770197049455
ccc<-CF3>cc,664,552.0361643952946,0.8313797656555642
nccnn,664,467.9687713378779,0.70477224599078
CNCC<=O>N,663,580.8862210667908,0.8761481464054159
c<=O>ccC,663,436.56933770158037,0.6584756224759885
ccc-n,662,572.1874993509596,0.8643315700165553
c<-NO2>ccc,662,536.2825497735771,0.8100944860628053
cn(c)CO,662,492.82711213624145,0.7444518310215128
CNC<=O>Oc,662,406.6515730527082,0.6142773006838492
ccc(c)C<-C(=O)O>,659,531.2522585370508,0.8061491024841438
cc(c)C<-C(=O)O>,659,531.2522585370508,0.8061491024841438
COC(C)O,659,523.6859726324853,0.7946676367716015
COC(C<-O>)C<-O>,658,587.633479799026,0.8930599996945683
cc(c)Nc,657,676.9277358814314,1.0303314092563645
CCC<=O>NC<-C(=O)O>,656,650.5386660300142,0.9916747957774606
Cc(n)cn,656,435.5460629780939,0.6639421691739237
c<-X>cc<-X>c,655,777.9979159759068,1.187783077825812
nccs,655,540.5379740319047,0.825248815315885
cCCCN,654,529.546925222033,0.8097047786269618
C=NN,653,464.5718598551203,0.7114423581242271
CCNC<=O>c,653,424.24424017690296,0.6496849007303261
Cn(n)cn,652,457.7736062893237,0.7021067581124597
cc<-C#N>c,652,408.9593736616608,0.6272383031620564
ccC(C)O,651,471.78587075455664,0.7247094788856476
cccc<-OMe>,650,421.3734756569377,0.648266885626058
NC<=O>CO,650,375.69990782645425,0.577999858194545
cccS,648,551.6080730963706,0.851247026383288
cnnnc,648,452.17742316908107,0.6978046653843843
cnc(c)N,646,450.0413606413568,0.6966584530051962
cc(c)C<=O>C,644,452.1027506353416,0.7020229047132633
ccc<-NC(=O)CH3>c,644,395.26563945627225,0.6137665208948327
C<-N>C<=O>N,643,744.866970905647,1.1584245270694356
ccc(c<-O>)C,643,619.9613841503433,0.9641701153193519
c<-NO2>nC,642,337.083935707783,0.5250528593579175
c<=O>nCO,638,488.49256157819565,0.7656623222228772
ccc<-OMe>c<-OMe>,638,399.4080213878618,0.6260313814856768
cc<-X>c<-X>c<-X>,637,799.4704500346912,1.255055651545826
CCNCN,633,369.5525224942461,0.5838112519656337
cCccn,632,426.46711278287324,0.6747897354159387
OccO,631,535.0005977498543,0.847861486132891
C<-O>CCOC,631,530.561137841158,0.8408258919828178
c<-N>cC,630,423.96569053140695,0.6729614135419157
[nH]cn,630,413.0736984518969,0.6556725372252332
cnc(c)-c,626,495.6627347393732,0.7917935059734397
C<-N>C,625,662.3749979624697,1.0597999967399516
cc(c<-O>)C,625,586.1485529184,0.9378376846694401
C<=O>C(C)N,625,574.7824882595781,0.919651981215325
ccc(c<-X>)C,625,493.2133784609252,0.7891414055374802
cCOC<=O>,625,481.17864502877444,0.7698858320460391
cc(n)CC,625,452.8863624496462,0.7246181799194339
C<=O>CCN,624,452.4017058853146,0.7250027337905682
cc[nH]cc,622,514.9066829134564,0.8278242490570038
cc(O)cO,621,517.0182278280838,0.8325575327344344
CCNC=N,620,342.43481163780234,0.552314212319036
coc(c)c,619,469.77741458939397,0.7589295873818965
cccsc,617,546.6201656345825,0.8859321971387074
ccCOC<=O>,615,460.35392141234894,0.7485429616460958
C=CN,613,487.67314327266456,0.7955516203469243
CC<-X>C,612,438.1224611825542,0.7158863744812978
nccN,612,418.9585008094395,0.6845727137409142
c<-C(=O)O>c,611,612.2965216916048,1.0021219667620374
ccnCC<-O>,610,471.2681158909418,0.7725706817884291
CC(C<-O>)O,610,468.4132673737634,0.7678906022520712
CCCcn,607,391.0179637135347,0.6441811593303701
cc<-O>ccC,604,571.8188489936038,0.9467199486649068
cncs,604,502.4385401194812,0.8318518876150351
C<=O>ccC<=O>,602,466.39144093301815,0.7747366128455451
cc(C<=O>)cC<=O>,600,466.2170129617998,0.777028354936333
c<=O>nCOC,598,471.9613676564808,0.7892330562817405
ccncN,598,447.074422331785,0.7476160908558278
CCOC<=O>N,597,495.7927098242706,0.8304735507944232
C<=O>NN,597,419.6941969211304,0.7030053549767679
ccnnC,597,401.2189339158966,0.6720585157720211
C<-NC(=O)CH3>C<=O>N,597,369.7083298971534,0.6192769345010946
CC<-O>C(C)O,593,446.230963612951,0.7524974091280792
Cnc<=O>[nH],593,446.18908728010086,0.752426791366106
CC<-O>COc,593,410.52100553771714,0.6922782555442111
C<-O>COCO,589,498.30305562994556,0.8460153745839484
CCOC<=O>c,586,501.4001957155481,0.855631733302983
cn(c<=O>)CC,586,427.9278995574208,0.7302523883232437
C=Nc,586,361.93114568210115,0.6176299414370326
CC<-O>(C)C,585,500.32248877420267,0.8552521175627396
C<-O>Cncn,584,409.0249965415049,0.700385268050522
NCCS,583,423.76014359238053,0.726861309763946
ccC<-O>C,582,416.8606639514105,0.7162554363426298
c[nH]cn,582,371.51820334957495,0.6383474284356958
cc-c(c)n,580,458.7878064962215,0.7910134594762439
C<=O>COC<=O>,579,336.74536366060516,0.5815982101219432
cc<-X>c(c)N,578,529.8275609293837,0.9166566798086223
cc(c<-N>)C,578,395.8509450548908,0.6848632267385655
CNCNC,577,504.60763827274667,0.8745366347881225
NCCCN,577,464.9269078338261,0.8057658714624368
ccc<-X>cC,576,487.63524288337277,0.8465889633391889
ccnc-c,575,524.9646479046044,0.9129819963558337
CCC<-O>(C)C,575,489.0577603866504,0.8505352354550442
CC<=O>NC<=O>N,572,347.0621627760181,0.6067520328252065
ccc<-X>cN,570,536.0353051591865,0.9404128160687482
c<=O>cC,570,384.8150127780096,0.67511405750528
cCC(C)C,569,616.8690848679606,1.0841284444076638
C<-O>CC<-O>C<-O>,569,550.5732540285028,0.9676155606827817
C<=O>CN(C)C,569,423.1007410974096,0.7435865397142524
c<-OMe>cccc<-OMe>,569,387.3814666731675,0.6808110134853559
cscn,568,455.6678041407452,0.8022320495435655
CNccS(<=O>)<=O>,565,394.5504979255634,0.6983194653549795
ccnnc,565,335.4541072192602,0.5937240835739118
ccN(C)C<=O>,564,402.2721333315834,0.7132484633538713
CC(C)C<-O>,563,480.5394119522114,0.8535335913893631
cc(c)c[nH],563,464.6882629277751,0.8253787973850357
CN(C)cn,563,417.10055866957526,0.7408535677967589
ccc(c<-X>)N,562,514.5487400992058,0.9155671532014338
cC=NN,562,403.4822050406336,0.7179398666203445
ccC=NN,561,403.0186745947471,0.7183933593489253
cc<-C(=O)N>c,561,382.3532829942346,0.6815566541786713
ccC(c)=N,561,298.69654462723906,0.532435908426451
cC(c)=N,561,298.69654462723906,0.532435908426451
cc(c)co,560,435.387220618257,0.7774771796754589
CC<=O>c,560,410.92725910320496,0.7337986769700089
c<-OMe>n,560,400.9857229196459,0.716045933785082
c<-NO2>ncn,560,298.93783000794343,0.5338175535856132
CCC<-C(=O)O>N,558,591.7732346260952,1.0605255100826079
CN(C)c,558,553.3988295391788,0.9917541748013957
CCC(C<-O>)O,557,438.72684433163744,0.7876604027497979
CC<-N>C<=O>N,556,644.5512269924968,1.159264796749095
N=N,556,538.1734447131196,0.9679378502034525
c<-O>cC<=O>,555,532.0362350309799,0.9586238469026666
CCC<-X>C,555,363.81788086751845,0.6555277132748081
CCCO<-C(=O)H>,554,428.231216315343,0.77298053486524
Ccc<-N>n,552,383.90455476599675,0.6954792658804289
cN=N,551,535.1642373502808,0.9712599588934316
c<=O>ccc,550,397.90844787973214,0.7234699052358766
ccC<=O>c,550,395.7872086138052,0.7196131065705549
cC<=O>c,550,395.7872086138052,0.7196131065705549
ccc<-C(=O)O>,549,504.83389919063603,0.9195517289446922
C<-O>C(C)O,549,424.84221401792405,0.7738473843678033
cccC<=O>c,549,395.03277080818066,0.7195496736032435
cCN(C)C,547,438.12388728550144,0.800957746408595
c<-N>nccC,547,376.7865531444358,0.688823680337177
C<-O>C<-O>C(C<-O>)O,546,493.42600799675995,0.9037106373567032
C<=O>NC(C<=O>)C,546,490.6124553144718,0.8985576104660655
cnc(n)N,546,484.2383498696292,0.8868834246696505
CNccn,544,354.1540903171019,0.6510185483770256
cnc<-NO2>,544,314.32924364524774,0.5778111096419996
cnnCC,543,408.7850714422846,0.7528270192307267
c<-NO2>cccC,543,367.9403448468966,0.6776065282631614
cc<-X>n,543,292.0148513369063,0.5377805733644684
NCS,542,362.3048332228272,0.6684591018871351
CS(<=O>)<=O>,542,319.3035215779001,0.5891208885201109
cCOC,541,405.3484758460786,0.7492578111757461
cc(C)c<-N>n,541,378.63795460883557,0.6998853135098624
cccC<-O>C,541,371.93092242330357,0.6874878418175667
no,540,356.0981464836577,0.6594410120067735
C=CC<=O>N,540,352.6880439556658,0.6531260073253071
c<-SO2NH2>cc,540,303.14814645788675,0.561385456403494
ccNcc,539,567.7411350500208,1.0533230705937306
CC(C)C<=O>O,539,520.2852155268952,0.9652786929998055
cN=CN,538,308.3532813980286,0.5731473631933618
cc(c)-n,536,455.98927159915274,0.8507262529834939
C=CC<=O>CC,536,408.82242410410646,0.7627284031793031
ccCOC,536,402.88169303504606,0.7516449496922502
ccc(c)-n,535,455.86024588891587,0.8520752259605904
ccc<-C#N>c,535,298.8536785503504,0.558605006636169
Ccc[nH],534,453.7801401802905,0.8497755434087837
ccCC<-N>,533,432.83909994606364,0.8120808629382057
c<-N>c(C)cn,533,371.6255288084454,0.6972336375392971
CC<-NC(=O)CH3>C<=O>N,533,314.1205644003303,0.5893443984996816
cn(c<=O>)CO,531,408.04231537495195,0.7684412718925648
cNC(C)C,529,528.7793990965218,0.9995829850595876
C<=O>OCCN,529,419.1761542935955,0.7923934863773072
ccscc,528,452.14735510337476,0.8563396876957855
c-ccn,528,417.0698674047849,0.7899050519030016
CCCS,528,413.8425908753107,0.7837927857486945
cc(c)C<-O>C,528,361.6218866936997,0.6848899369198858
c<-N>cCc,528,356.64968815075406,0.675472894224913
c<-O>ccCC,527,507.47179542670364,0.9629445833523789
CCCC<=O>C,526,419.73161189233343,0.7979688439017746
