Eqn,Compound Number,Name,Formula,CAS,Mol. Wt.,C1,C2,C3,C4,"Tmin, K",Density at Tmin,"Tmax, K",Density at Tmax
105,147,Ethylpropylether,C5H12O,628-32-0,88.14818,0.798,0.266,50023,0.292,145.065,9.8474,500.023,2.9729
105,148,Ethyltrichlorosilane,C2H5Cl3Si,115-21-9,163.0506,0.61243,0.24681,55995,0.3858,167.055,8.6934,559.095,2.4814
105,149,Fluorine,F2,7782-41-4,37.996864,4.2895,0.28587,14412,0.28776,53.48,44.888,144.012,15.050
105,150,Fluorobenzene,C6H5F,462-43988,96.12332,1.0146,0.27277,5609,0.28291,230.094,11.374,560.09,3.7196
105,151,Fluoroethane,C2H5F,353-36-6,48.0595,1.693858,0.269323,37531,0.28571,129.095,20.099,375.031,6.2893
105,152,Fluoromethane,CH3F,593-53-3,34.03292,2.2261,0.2572,31742,0.27343,131.035,29.345,317.042,8.8788
105,153,Formaldehyde,CH2O,50-00-0,30.02598,3.897011,0.331636,420,0.28571,155.015,30.92,420.00,11.7510
105,154,Formamide,CH3NO,75-44172,45.04062,1.2486,0.2352,771,0.25178,275.060,25.488,771.00,6.1350
105,155,Formicacid,CH2O2,64-18-6,46.0257,1.938,0.24225,588,0.24435,281.045,26.86,588.00,8.00
105,156,Furan,C4H4O,110-00-9,68.07396,1.1339,0.24741,49015,0.2612,187.055,15.72,490.015,4.5831
105,157,Helium-4,He,7440-59-7,4.026,7.2475,0.41865,5.2,0.2496,2.2,37.115,5.2,17.3120
105,158,Heptadecane,C17H36,629-78-7,240.046774,0.21897,0.23642,736,0.28571,295.013,3.2189,736.00,0.9262
105,159,Heptanal,C7H14O,111-71-7,114.018546,0.577362,0.25575,620,0.28571,229.080,7.7462,620.00,2.341
105,160,Heptane,C7H16,142-82-5,100.020194,0.61259,0.26211,5402,0.28141,182.057,7.6998,540.020,2.3371
105,161,Heptanoicacid,C7H14O2,111-14-8,130.0185,0.5366,0.24729,6773,0.28289,265.083,7.2212,677.030,2.1459
105,162,1-Heptanol,C7H16O,111-70-6,116.020134,0.55687,0.24725,6323,0.31471,239.015,7.522,632.030,2.2523
105,163,2-Heptanol,C7H16O,543-49-7,116.020134,0.59339,0.262,6083,0.26968,220.00,7.5173,608.030,2.285
105,164,3-Heptanone,C7H14O,106-35-4,114.018546,0.59268,0.25663,6066,0.27766,234.015,7.5751,606.060,2.395
105,165,2-Heptanone,C7H14O,110-43-0,114.018546,0.58247,0.25279,6114,0.29818,238.015,7.5514,611.040,2.342
105,166,1-Heptene,C7H14,592-76-7,98.18606,0.6616,0.26657,5374,0.28571,154.012,8.2257,537.040,2.4765
105,167,Heptylmercaptan,C7H16S,1639-44078,132.026694,0.58622,0.2726,645,0.29644,229.092,6.7277,645.00,2.155
105,168,1-Heptyne,C7H12,628-71-7,96.17018,0.67304,0.2645,547,0.28388,192.022,8.4922,547.00,2.5841
105,169,Hexadecane,C16H34,544-76-3,226.044116,0.23289,0.23659,723,0.28571,291.031,3.415,723.00,0.9844
105,170,Hexanal,C6H12O,66-25-1,100.015888,0.668504,0.252695,594,0.28571,214.093,8.878,594.00,2.6455
105,171,Hexane,C6H14,110-54-3,86.17536,0.7824,0.26411,5076,0.27537,177.083,8.747,507.060,2.6816
105,172,Hexanoicacid,C6H12O2,142-62-1,116.0158,0.62833,0.25598,6602,0.25304,269.025,8.0964,660.020,2.4546
105,173,1-Hexanol,C6H14O,111-27-3,102.017476,0.793,0.26776,6113,0.24919,228.055,8.456,611.030,2.6178
105,174,2-Hexanol,C6H14O,626-93-7,102.0175,0.67393,0.25948,5853,0.26552,223.00,8.5181,585.030,2.5972
105,175,2-Hexanone,C6H12O,591-78-6,100.015888,0.67816,0.25634,58761,0.28365,217.035,8.7319,587.061,2.6455
105,176,3-Hexanone,C6H12O,589-38-8,100.015888,0.67666,0.25578,58282,0.27746,217.050,8.7631,582.082,2.6455
105,177,1-Hexene,C6H12,592-41-6,84.15948,0.76925,0.26809,504,0.28571,133.039,9.5815,504.00,2.8694
105,178,3-Hexyne,C6H10,928-49-4,82.1436,0.7845,0.2665,544,0.28571,170.05,10.021,544.00,2.9942
105,179,Hexylmercaptan,C6H14S,111-31-9,118.024036,0.66372,0.27345,623,0.29185,192.062,7.7733,623.00,2.4272
105,180,1-Hexyne,C6H10,693-43868,82.1436,0.84427,0.27185,5162,0.2771,141.025,10.23,516.020,3.156
105,181,2-Hexyne,C6H10,764-35-2,82.1436,0.76277,0.25248,549,0.31611,183.065,10.133,549.00,3.0211
105,182,Hydrazine,H4N2,302-43832,32.04516,1.0516,0.16613,65315,0.1898,274.069,31.934,653.015,6.330
105,183,Hydrogen,H2,1333-74-0,2.01588,5.414,0.34893,33.19,0.276,13.95,38.487,33.19,15.5160
105,184,Hydrogenbromide,BrH,10035-44110,80.91194,2.832,0.2832,36315,0.28571,185.015,27.985,363.015,10.00
105,185,Hydrogenchloride,ClH,7647-36526,36.46094,3.342,0.2729,32465,0.3217,158.097,34.854,324.065,12.2460
105,186,Hydrogencyanide,CHN,74-90-8,27.02534,1.3413,0.18589,45665,0.28206,259.083,27.22,456.065,7.2156
105,187,Hydrogenfluoride,FH,7664-39-3,20.063432,2.861,0.19362,46115,0.29847,189.079,58.861,461.015,14.4930
105,188,Hydrogensulfide,H2S,7783-43986,34.08088,2.7672,0.27369,37353,0.2915,187.068,29.13,373.053,10.1110
105,189,Isobutyricacid,C4H8O2,79-31-2,88.1512,0.88575,0.25736,605,0.26265,227.015,11.42,605.00,3.4417
105,190,Isopropylamine,C3H9N,75-31-0,59.11026,1.281,0.2828,47185,0.2972,177.095,13.561,471.085,4.5265
105,191,Malonicacid,C3H4O4,141-82-2,104.06146,0.87969,0.24543,834,0.28571,409.015,11.417,834.00,3.5843
105,192,Methacrylicacid,C4H6O2,79-41-4,86.08924,0.8725,0.24383,662,0.28571,288.015,11.834,662.00,3.5691
105,193,Methane,CH4,74-82-8,16.0425,2.9214,0.28976,19056,0.28881,90.69,28.18,190.056,10.0820
105,194,Methanol,CH4O,67-56-1,32.04186,2.3267,0.2773,5125,0.24713,175.047,27.915,512.050,8.5942
105,195,N-Methylacetamide,C3H7NO,79-16-3,73.09378,0.88268,0.23568,718,0.27379,301.015,13.012,718.00,3.7452
105,196,Methylacetate,C3H6O2,79-20-9,74.07854,1.13,0.2593,50655,0.2764,175.015,14.475,506.055,4.3579
105,197,Methylacetylene,C3H4,74-99-7,40.06386,1.685,0.26436,4024,0.27987,170.045,19.031,402.040,6.0845
105,198,Methylacrylate,C4H6O2,96-33-3,86.08924,0.97286,0.26267,536,0.258,196.032,12.23,536.00,3.737
105,199,Methylamine,CH5N,74-89-5,31.0571,1.39,0.21405,4305,0.2275,179.069,25.378,430.05,6.4938
105,200,Methylbenzoate,C8H8O2,93-58-3,136.014792,0.53382,0.23274,693,0.28147,260.075,8.222,693.00,2.2936
105,201,"3-Methyl-1,2-butadiene",C5H8,598-25-4,68.11702,0.84623,0.24625,490,0.2941,159.053,11.994,490.00,3.4365
105,202,2-Methylbutane,C5H12,78-78-4,72.14878,0.91991,0.27815,4604,0.28667,113.025,10.764,460.040,3.372
105,203,2-Methylbutanoicacid,C5H10O2,116-53-0,102.01317,0.72762,0.25244,643,0.28571,193.00,9.9915,643.00,2.8823
105,204,3-Methyl-1-butanol,C5H12O,123-51-3,88.1482,0.8189,0.26974,5772,0.23573,155.095,10.248,577.020,3.0359
105,205,2-Methyl-1-butene,C5H10,563-46-2,70.1329,0.91619,0.26752,465,0.28164,135.058,11.332,465.00,3.4248
105,206,2-Methyl-2-butene,C5H10,513-35-9,70.1329,0.93391,0.27275,470,0.2578,139.039,11.216,470.00,3.4241
105,207,2-Methyl-1-butene-3-yne,C5H6,78-80-8,66.1114,1.1157,0.27671,492,0.3821,160.015,12.581,492.00,4.0320
105,208,Methylbutylether,C5H12O,628-28-4,88.14818,0.8363,0.27514,51274,0.27553,157.048,9.7581,512.074,3.0395
105,209,Methylbutylsulfide,C5H12S,628-29-5,104.0214,0.75509,0.27183,593,0.29127,175.030,9.056,593.00,2.7778
105,210,3-Methyl-1-butyne,C5H8,598-23-2,68.11702,0.94575,0.268,4632,0.3807,183.045,11.519,463.020,3.6364
105,211,Methylbutyrate,C5H10O2,623-42-7,102.01317,0.76983,0.26173,5545,0.26879,187.035,9.7638,554.050,2.9413
105,212,Methylchlorosilane,CH5ClSi,993-00-0,80.5889,1.0674,0.26257,442,0.26569,139.05,13.626,442.00,4.0652
105,213,Methylcyclohexane,C7H14,108-87-2,98.18606,0.73109,0.26971,5721,0.29185,146.058,9.0173,572.010,2.717
105,214,1-Methylcyclohexanol,C7H14O,590-67-0,114.018546,0.713,0.266,686,0.28571,285.015,8.291,686.00,2.6365
105,215,cis-2-Methylcyclohexanol,C7H14O,7443-70-1,114.018546,0.7973,0.26544,614,0.2616,280.015,8.2931,614.00,2.6738
105,216,trans-2-Methylcyclohexanol,C7H14O,7443-52-9,114.018546,0.72836,0.27241,617,0.2478,269.015,8.2628,617.00,2.6738
105,217,Methylcyclopentane,C6H12,96-37-7,84.15948,0.84758,0.2737,5327,0.28258,130.073,10.491,532.070,3.1349
105,218,1-Methylcyclopentene,C6H10,693-89-0,82.1436,0.88824,0.26914,542,0.27874,146.062,10.98,542.00,3.33
105,219,3-Methylcyclopentene,C6H10,1120-62-3,82.1436,0.919,0.276,526,0.26756,168.054,10.538,526.00,3.34
105,220,Methyldichlorosilane,CH4Cl2Si,75-54-7,115.03396,0.97608,0.28209,483,0.22529,182.055,10.789,483.00,3.462
105,221,Methylethylether,C3H8O,540-67-0,60.09502,1.2635,0.27878,4378,0.2744,160.00,13.995,437.080,4.5322
105,222,Methylethylketone,C4H8O,78-93-3,72.1572,0.93767,0.2535,5355,0.29964,186.048,12.663,535.050,3.7454
105,223,Methylethylsulfide,C3H8S,624-89-5,76.1606,1.067,0.27102,533,0.29364,167.023,12.671,533.00,3.9370
105,224,Methylformate,C2H4O2,107-31-3,60.05196,1.525,0.2634,4872,0.286,174.015,18.811,487.020,5.7897
105,225,Methylisobutylether,C5H12O,625-44-5,88.14818,0.845,0.27638,497,0.27645,188.00,9.3871,497.00,3.0395
105,226,Methylisobutylketone,C6H12O,108-44105,100.015888,0.71687,0.26453,5746,0.28918,189.015,8.8617,574.060,2.710
105,227,MethylIsocyanate,C2H3NO,624-83-9,57.05132,1.0228,0.2692,488,0.28571,256.015,17.666,488.00,4.9430
105,228,Methylisopropylether,C4H10O,598-53-8,74.1216,0.97887,0.2717,46448,0.28998,127.093,11.933,464.048,3.6232
105,229,Methylisopropylketone,C5H10O,563-80-4,86.1323,0.86567,0.26836,5534,0.28364,180.015,10.46,553.040,3.2258
105,230,Methylisopropylsulfide,C4H10S,1551-21-9,90.1872,0.78912,0.25915,5531,0.26512,171.064,10.352,553.010,3.0450
105,231,Methylmercaptan,CH4S,74-93-1,48.1746,1.9323,0.2818,46995,0.28523,150.018,21.564,469.095,6.8966
105,232,Methylmethacrylate,C5H8O2,80-62-6,100.011582,0.7761,0.2568,566,0.29773,224.095,10.176,566.00,3.0960
105,233,2-Methyloctanoicacid,C9H18O2,3004-93-1,158.02382,0.4416,0.2521,694,0.28532,240.00,5.938,694.00,1.7517
105,234,2-Methylpentane,C6H14,107-83-5,86.17536,0.72701,0.26754,4977,0.28268,119.055,9.241,497.070,2.7174
105,235,Methylpentylether,C6H14O,628-80-8,102.017476,0.714,0.26981,54649,0.29974,176.00,8.445,546.049,2.6316
105,236,2-Methylpropane,C4H10,75-28-5,58.1222,1.0631,0.27506,4078,0.2758,113.054,12.574,407.080,3.8650
105,237,2-Methyl-2-propanol,C4H10O,75-65-0,74.1216,0.92128,0.25442,5062,0.27586,298.097,10.556,506.020,3.6211
105,238,2-Methylpropene,C4H8,115-44142,56.1632,1.1446,0.2724,4179,0.28172,132.081,13.57,417.090,4.219
105,239,Methylpropionate,C4H8O2,554-44166,88.1512,0.9147,0.2594,5306,0.2774,185.065,11.678,530.060,3.5262
105,240,Methylpropylether,C4H10O,557-17-5,74.1216,0.96145,0.26536,47625,0.388,133.097,12.043,476.025,3.6232
105,241,Methylpropylsulfide,C4H10S,3877-15-4,90.1872,0.87496,0.26862,565,0.3259,160.017,10.689,565.00,3.2572
105,242,Methylsilane,CH6Si,992-94-9,46.14384,1.352,0.26757,3525,0.28799,116.034,15.791,352.050,4.8780
105,243,alpha-Methylstyrene,C9H10,98-83-9,118.01757,0.64856,0.25877,654,0.31444,249.095,8.099,654.00,2.563
105,244,Methyltert-butylether,C5H12O,1634-43925,88.1482,0.817948,0.269105,4971,0.28571,164.055,9.7955,497.010,3.0395
105,245,Methylvinylether,C3H6O,107-25-5,58.07914,1.2587,0.26433,437,0.25819,151.015,15.691,437.00,4.7619
105,246,Naphthalene,C10H8,91-20-3,128.017052,0.6348,0.25838,7484,0.27727,333.015,7.7545,748.040,2.4568
105,247,Neon,Ne,7440-43839,20.1797,7.3718,0.367,44.4,0.2786,24.56,61.796,44.40,24.0360
105,248,Nitroethane,C2H5NO2,79-24-3,75.0666,124,0.23655,593,0.278,183.063,15.556,593.00,4.2376
105,249,Nitrogen,N2,7727-37-9,28.0134,3.291,0.2861,1262,0.2966,63.15,31.063,126.020,11.2170
105,250,Nitrogentrifluoride,F3N,7783-54-2,71.0191,2.3736,0.2817,234,0.29529,66.46,26.555,234.00,8.4260
105,251,Nitromethane,CH3NO2,75-52-5,61.04002,1.3728,0.23793,58815,0.29601,244.060,19.632,588.015,5.7698
105,252,Nitrousoxide,N2O,10024-97-2,44.0128,2.781,0.27244,30957,0.2882,182.030,27.928,309.057,10.280
105,253,Nitricoxide,NO,10102-43-9,30.061,5.246,0.344,18015,0.242,109.050,44.487,180.015,17.2340
105,254,Nonadecane,C19H40,629-92-5,268.05209,0.19199,0.23337,758,0.28571,305.04,2.8889,758.00,0.8227
105,255,Nonanal,C9H18O,124-19-6,142.023862,0.473233,0.256918,6585,0.28571,267.030,5.9415,658.050,1.8420
105,256,Nonane,C9H20,111-84-2,128.02551,0.46321,0.25444,5946,0.28571,219.066,6.0427,594.060,1.825
105,257,Nonanoicacid,C9H18O2,112-36647,158.0238,0.41582,0.24284,7107,0.336,285.055,5.7592,710.070,1.7123
105,258,1-Nonanol,C9H20O,143-44051,144.02545,0.43682,0.25161,6709,0.2498,268.015,5.8496,670.090,1.7361
105,259,2-Nonanol,C9H20O,628-99-9,144.0255,0.419258,0.241912,6495,0.28571,238.015,6.0223,649.050,1.7331
105,260,1-Nonene,C9H18,124-44143,126.023922,0.48661,0.25722,5931,0.28571,191.091,6.3717,593.010,1.8918
105,261,Nonylmercaptan,C9H20S,1455-21-6,160.03201,0.47377,0.2752,681,0.3284,253.05,5.4532,681.00,1.7513
105,262,1-Nonyne,C9H16,3452-44077,124.022334,0.52152,0.25918,5985,0.29177,223.015,6.5369,598.05,2.0122
105,263,Octadecane,C18H38,593-45-3,254.049432,0.2448,0.23474,747,0.28571,301.031,3.0418,747.00,0.8711
105,264,Octanal,C8H16O,124-13-0,128.0212,0.525901,0.25664,6389,0.28571,251.065,6.668,638.090,2.0492
105,265,Octane,C8H18,111-65-9,114.022852,0.5266,0.25693,5687,0.28571,216.038,6.749,568.070,2.0496
105,266,Octanoicacid,C8H16O2,124-44014,144.0211,0.48251,0.25196,69426,0.26842,289.065,6.317,694.026,1.9150
105,267,1-Octanol,C8H18O,111-87-5,130.022792,0.48979,0.24931,6523,0.27824,257.065,6.5738,652.030,1.9646
105,268,2-Octanol,C8H18O,123-96-6,130.0228,0.52497,0.26186,6298,0.25257,241.055,6.5625,629.080,2.048
105,269,2-Octanone,C8H16O,111-13-7,128.02124,0.56,0.24851,6327,0.29942,252.085,6.6477,632.070,2.0122
105,270,3-Octanone,C8H16O,106-68-3,128.02124,0.518,0.25386,6277,0.26735,255.055,6.6283,627.070,2.0121
105,271,1-Octene,C8H16,111-66-0,112.021264,0.55449,0.25952,5669,0.28571,171.045,7.2155,566.090,2.1366
105,272,Octylmercaptan,C8H18S,111-88-6,146.029352,0.52577,0.27234,6673,0.363,223.095,6.0987,667.030,1.936
105,273,1-Octyne,C8H14,629-36647,110.019676,0.58945,0.2652,574,0.28532,193.055,7.4832,574.00,2.2626
105,274,Oxalicacid,C2H2O4,144-62-7,90.03488,1.1911,0.2738,828,0.28571,462.065,12.45,828.00,4.453
105,275,Oxygen,O2,7782-44-7,31.9988,3.9143,0.28772,15458,0.2924,54.35,40.77,154.058,13.650
105,276,Ozone,O3,10028-15-6,47.9982,3.3592,0.29884,261,0.28523,80.15,33.361,261.00,11.2410
105,277,Pentadecane,C15H32,629-62-9,212.041458,0.25142,0.23837,708,0.28571,283.07,3.6423,708.00,1.0547
105,278,Pentanal,C5H10O,110-62-3,86.1323,0.85658,0.26811,5661,0.27354,191.059,10.353,566.010,3.1949
105,279,Pentane,C5H12,109-66-0,72.14878,0.84947,0.26726,4697,0.27789,143.042,10.474,469.070,3.1784
105,280,Pentanoicacid,C5H10O2,109-52-4,102.0132,0.73455,0.25636,63916,0.25522,239.015,9.5869,639.016,2.8653
105,281,1-Pentanol,C5H12O,71-41-0,88.1482,0.81754,0.26732,5881,0.25348,195.056,10.061,588.010,3.0583
105,282,2-Pentanol,C5H12O,6032-29-7,88.1482,0.81577,0.26594,561,0.25551,200.00,10.017,561.00,3.0675
105,283,2-Pentanone,C5H10O,107-87-9,86.1323,0.9411,0.27207,5618,0.3669,196.029,10.398,561.08,3.3231
105,284,3-Pentanone,C5H10O,96-22-0,86.1323,0.71811,0.24129,56095,0.27996,234.018,10.12,560.095,2.9761
105,285,1-Pentene,C5H10,109-67-1,70.1329,0.89816,0.26608,4648,0.28571,108.02,11.521,464.080,3.3755
105,286,2-Pentylmercaptan,C5H12S,2084-19-7,104.021378,0.65858,0.25367,5843,0.28571,160.075,9.073,584.030,2.5962
105,287,Pentylmercaptan,C5H12S,110-66-7,104.021378,0.75345,0.2747,598,0.3583,197.045,8.8575,598.00,2.7857
105,288,1-Pentyne,C5H8,627-19-0,68.11702,0.8491,0.2352,4812,0.353,167.045,12.532,481.020,3.611
