fragment,number_of_rel,sum_difficulty,avg_difficulty
cscn,190,628.6471935082392,3.308669439517048
c[nH]c,189,626.1798051891659,3.313120662376539
CC<=O>NCC,189,568.1148920148428,3.005898899549433
CCNC<=O>C,189,509.61147856345906,2.6963570294362915
cS,188,644.8798398101217,3.430211913883626
CS,188,631.0269204356366,3.356526172529982
cOC(C)C,188,456.3018026109657,2.4271372479306685
ccc(c)[nH],187,619.0984722383688,3.31068701731748
cccCC<=O>,187,565.9333838188429,3.026381731651566
CN(C<=O>)C,187,503.55624735644244,2.6928141569863233
ccc[nH]c,186,596.4741040698793,3.206850021881072
CCcn,185,621.3763289859397,3.358790967491566
cc<-N>,185,613.6051434887255,3.316784559398516
ncnn,184,640.4612879986983,3.4807678695581425
c<-X>cccO,184,428.0085030980705,2.3261331690112526
cccnc<=O>,182,512.1202453110965,2.813847501709321
CCC<=O>,180,642.0333306920302,3.5668518371779454
C<=O>CCC,180,559.7964997552065,3.1099805541955914
cn-c,179,574.870735509547,3.2115683548019387
cCC<=O>N,178,526.5001919463851,2.9578662468898043
ccn(c<=O>)C,178,521.5963317379238,2.9303164704377744
CC(c)N,177,531.6061193486861,3.0034244030999213
ccscc,176,578.748756563426,3.2883452077467386
cnccs,175,599.5316545575241,3.425895168900138
ccCC<=O>N,175,513.6489673595642,2.9351369563403664
ccscn,174,570.740521919242,3.2801179420646096
cc(C)cC,172,570.5146884695847,3.3169458631952597
cCCCN,172,560.8160134109908,3.26055821750576
ccccc<=O>,172,493.6472300171295,2.870042034983311
CN(c)C,172,486.7365611727089,2.8298637277483074
cc-nc,171,557.3580045868824,3.2594035355958035
cc(C)cn,170,504.837751844061,2.9696338343768294
cn(C)cn,170,488.3849717152682,2.872852774795695
ncncn,169,615.2293533326184,3.6404103747492216
ccc-nc,169,555.9653533800537,3.2897358188168857
ncCN,169,521.441603096699,3.0854532727615327
coc,168,527.9776681584225,3.1427242152287054
cc<=O>nc,168,471.9040221832677,2.808952512995641
c-c(n)cn,168,435.13863324460044,2.590110912170241
cc(c)s,167,544.1153060557222,3.258175485363606
cc(N)cC,167,540.5732496638789,3.236965566849574
cc(c)c[nH],167,505.7546013299855,3.0284706666466197
C=C,167,496.06695348637106,2.970460799319587
CCC(C)O,167,422.2312825283261,2.528331033103749
CNS(<=O>)<=O>,166,532.3194060635673,3.2067434100214895
cnc<=O>,166,426.3533229808975,2.568393511933117
cncs,164,566.3360301650016,3.4532684766158632
c<-X>cn,164,465.2221391972152,2.8367203609586293
cncCN,163,493.09887496899734,3.0251464722024375
ccOc,161,473.51381233596254,2.9410795797264755
cccOc,161,473.51381233596254,2.9410795797264755
cOc,161,473.51381233596254,2.9410795797264755
cCn,160,523.9386395321781,3.2746164970761127
ccc(c)-n,160,516.4232682621663,3.2276454266385395
cc(c)-n,160,516.4232682621663,3.2276454266385395
Cc(n)n,160,465.0872989433425,2.9067956183958907
cc<-CF3>,158,472.46730652772476,2.990299408403321
cccc<=O>n,158,461.2527979478231,2.9193215059988806
cc<-C#N>c,158,444.1651707008727,2.8111719664612194
c<-X>ccC,158,393.21196510867986,2.4886833234726575
cc(c)CC<=O>,156,464.9936790060374,2.9807287115771626
ccOcc,156,459.0813077941644,2.9428288961164384
c<-X>cnc,156,431.52402215738584,2.7661796292140117
cCOc,156,426.1745249147164,2.7318879802225413
cncCC,155,524.5245127773629,3.384029114692664
cc(c)Oc,155,444.04501176241064,2.8648065274994234
c-cnC,155,411.4531274675774,2.6545363062424348
c[nH]c(c)c,154,539.6089124323747,3.503953976833602
CCC<-O>,154,516.5345710393403,3.3541205911645475
C<=O>ccn,154,505.65660172368183,3.2834844267771546
c<=O>nc,154,463.64679485961733,3.010693473114398
ccc<=O>nc,154,435.66698869079073,2.8290064200700695
cnc(C)n,153,419.38115265149855,2.741053285303912
c<-X>cc(c)C,153,382.931234897251,2.5028185287402027
ccCn,152,490.50743298033615,3.2270225853969485
ccc<-CF3>,152,444.56589489192413,2.9247756242889746
csccn,151,535.6065922394223,3.5470635247643862
cCCC,151,499.5720993322625,3.308424498889156
CcccN,151,484.85094873203235,3.2109334353114725
C<=O>CCCC,151,465.799359177715,3.0847639680643377
CCCCO,150,546.2957842491992,3.6419718949946613
cc<-X>cn,150,413.4701168306822,2.756467445537881
c-cncN,150,403.4807061317983,2.6898713742119886
ccc(c<-X>)N,150,396.0714508996105,2.640476339330737
cccCn,149,484.0075005816802,3.2483724871253705
ccOCc,149,398.38053498886825,2.6736948656971022
ccCOc,149,395.5313742271266,2.6545729813901113
cncsc,148,516.0969852697165,3.4871417923629493
cc(c)CO,148,432.14639463612525,2.919908071865711
CCCn,148,430.9614949147359,2.9119019926671346
c<=O>ncn,148,412.41693733452735,2.7866009279359956
nc-cn,148,380.7332924146204,2.5725222460447323
cnc-cn,148,380.7332924146204,2.5725222460447323
ccC(C)C,147,446.94414574337435,3.040436365601186
c<=O>nCC,147,425.43455556787956,2.8941126229107454
cc<-X>cnc,147,400.05106079933256,2.7214357877505617
c<-X>cc<-X>,146,416.7721603443386,2.854603837974922
c<-X>ccO,146,372.0748513834267,2.5484578861878537
cc(n)-cn,146,367.90534620015245,2.5198996315078936
c<-X>cC,145,492.84808529052316,3.3989523123484355
CC<-O>CN,145,426.47013764283355,2.9411733630540247
C<=O>Cc,145,405.6342931072743,2.7974778834984435
nncN,144,465.8173499104728,3.2348427077116164
cc<-N>n,143,494.76773175470737,3.459914208074877
NcncN,143,382.30388443193954,2.6734537372862905
nc-ccn,143,367.45265432800767,2.569598981314739
ccC<-O>,142,495.86496973267685,3.492006829103358
cc<-X>c(c)N,142,372.9174610340843,2.6261793030569316
ccncs,141,495.3608233060229,3.51319732841151
cNS(<=O>)<=O>,140,518.4538595777728,3.703241854126949
c<-N>ccn,140,459.9337830991422,3.285241307851016
ccc(c)s,140,459.1985106789008,3.2799893619921483
cccco,140,453.1624790212947,3.236874850152105
nccN,140,397.8956093625622,2.842111495446873
cc(c)nC,139,493.46730657111124,3.5501245077058363
ccoc,139,450.92858136675517,3.244090513429893
cccC<-O>,138,457.5871954829627,3.315849242630165
cc<=O>[nH],138,356.25460240860565,2.5815550899174324
cnncN,137,437.4698222849524,3.1932103816419883
cnCCC,137,399.77224321566496,2.9180455709172626
ncccO,137,396.5271100943558,2.894358467842013
CCNS(<=O>)<=O>,137,393.8775277997419,2.875018451093007
cc<-X>cc<-X>,137,393.40537108251675,2.8715720516972025
cc<-X>cc<-X>c,137,391.6577080447374,2.858815387187864
cc(-c)cn,137,389.3176251139831,2.8417344898830885
nccO,136,425.37545795694945,3.127760720271687
c<-X>cc(c)O,136,336.35648215441773,2.4732094276060126
CccCC,135,448.3948729802798,3.321443503557628
CC(C)n,135,363.0162501857577,2.6890092606352423
cn-c(c)c,134,437.2357786085945,3.2629535717059293
nccC<=O>N,134,428.83277813454276,3.200244612944349
c<-N>cc,134,421.9094992257045,3.1485783524306306
cc(-c)nC,134,359.7037388266825,2.684356259900616
cNS(<=O>)<=O>c,133,475.599420604623,3.575935493267842
cnncn,133,450.7209199087829,3.388879097058518
Cnn,133,433.6074138672181,3.2602061193023917
cc<-N>c,133,417.20932315372244,3.1369122041633264
cc<-CF3>c,133,389.9267199521712,2.931779849264445
C<=O>O,132,555.2353554321882,4.206328450243849
ccS(<=O>)<=O>Nc,132,470.8276235543176,3.5668759360175577
NC<=O>N,132,451.31141225808193,3.419025850440015
C<=O>Ncn,132,445.69319285074323,3.3764635822026
c<-X>ccN,132,407.85728039185835,3.0898278817565026
cCNc,132,397.5400479268363,3.0116670297487595
c<=O>ccnC,132,382.60203765584265,2.898500285271535
cnC(C)C,132,353.00301258749863,2.6742652468749895
ccc<-X>cc<-X>,131,358.9322986463853,2.739941211041109
cc-cnC,131,355.4139031759113,2.7130832303504677
cc(c)C<-O>,130,437.09005612376234,3.362231200952018
cnccO,130,408.7673370812417,3.144364131394167
c<-X>cccc<-X>,130,354.4300682192715,2.7263851401482424
cc<-X>cc,129,369.20491525961876,2.8620536066637112
cnCc,128,424.92003181059357,3.3196877485202623
ccc(c)C<-O>,128,415.01115868047924,3.242274677191244
CNS(<=O>)<=O>c,128,413.0513191041782,3.2269634305013923
CcnC,128,384.12827000597207,3.001002109421657
