SMILES,pKa
Cl.NCCCCCCCC(=O)Nc1c2ccccc2nc2ccccc12,4.59
Cl.NCCC(=O)NCCC(=O)Nc1c2ccccc2nc2ccccc12,4.53
NC1=Nc2cc(CCCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,9.9
NC1=Nc2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,8.2
NC1=Nc2ccccc2[C@H]2CCC[C@@H]12,9.7
NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@]12F,7.6
NC1=Nc2cc(CCCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@]12F,8.0
NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,9.4
NC1=Nc2c(ccc(F)c2F)[C@H]2CCC[C@@H]12,8.0
NC1=Nc2c(F)cccc2[C@H]2CCC[C@@]12F,6.6
NC1=Nc2c(F)cccc2[C@H]2CCC[C@@H]12,8.5
CNCCc1ccc2c(c1)N=C(N)[C@]1(F)CCC[C@H]21,7.9
NC1=Nc2ccccc2[C@H]2CCC[C@@]12F,7.9
CN1CCC=C(c2nc(N(C)C)no2)C1,7.24
C=Cc1noc(C2=CCCNC2)n1,8.23
Cc1noc(C2=CCCN(C)C2)n1,7.16
Cc1noc(C2=CCC(C)N(C)C2)n1,7.35
Cc1noc(C2=CCCNC2)n1,8.24
CN(C)c1noc(C2=CCCNC2)n1,8.58
FCCc1noc(C2=CCCNC2)n1,8.29
Cc1noc(C2=CC(C)CN(C)C2)n1,7.34
Cc1noc(C2=CCC(C)NC2)n1,8.2
Cc1noc(C2=CC(C)CNC2)n1,8.17
Nc1noc(C2=CCCNC2)n1,8.25
CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(=O)n(CCN3CCOCC3)c(=O)[nH]c2c1=O)C(=O)C(F)(F)F,7.04
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,4.8
O=C(O)C1CCOc2ccc(Cl)cc21,4.9
O=C1NC(=O)[C@@]2(CCOc3ccc(Cl)cc32)O1,5.6
O=C1NC(=O)C(N2C(=O)c3cccc4cccc(c34)C2=O)N1,9.5
Cc1cc(C)c2nc(-c3ccncc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,4.27
Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,3.05
Cc1cc(C)c2nc(-c3cccnc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,4.3
O=C1OC(C(O)CO)C(OCCCO[N+](=O)[O-])=C1O,7.55
O=C1OC(C(O)CO)C(O)=C1OCCCOc1no[n+]([O-])c1-c1ccccc1,3.44
O=C1OC(C(O)CO)C(O)=C1OCCCCCCO[N+](=O)[O-],3.56
O=C1OC(C(O)CO)C(O)=C1OCCCO[N+](=O)[O-],3.19
O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)=C1O,7.62
O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2-c2ccccc2)=C1O,7.6
NC(=O)c1c(COC2=C(O)C(=O)OC2C(O)CO)no[n+]1[O-],7.07
O=C1OC(C(O)CO)C(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])=C1O,7.64
O=C1OC(C(O)CO)C(OCCCCCCO[N+](=O)[O-])=C1O,7.6
COC1=C(O)[C@@H]([C@@H](O)CO)OC1=O,3.23
COC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,7.54
Nc1c2ncn3c2nc[n+]1[C@@H]1O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,8.3
Nc1c2ncn3c2nc[n+]1[C@@H]1S[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,8.0
Nc1c2ncn3c2nc[n+]1[C@@H]1C[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,9.0
Clc1ccc2c(NCc3nc(-c4ccccc4)co3)ccnc2c1,6.36
Clc1ccc2c(NCc3nc(-c4ccccc4)cs3)ccnc2c1,6.45
CC(=O)N(C)c1nc2nc(C)ncc2cc1-c1c(Cl)cccc1Cl,4.2
CC(=O)/N=c1/c(-c2c(Cl)cccc2Cl)cc2cnc(C)nc2n1C,2.5
Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,30.0
COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,8.7
COc1cc(N2CC3CN(CCO)CC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,8.4
COc1cc(N2CC3COCC(C2)N3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,6.7
Cc1nsc(/C=N/O)n1,6.97
Fc1ccc(N2CCN(Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1,5.0
CCN(CC)CCS/C(=N/O)C(=O)c1ccc(Br)cc1.Cl,7.44
Cc1nonc1/C=N/O,9.15
CCN(CC)CCS/C(=N/O)c1cnsn1,7.69
CCN(CC)CCS/C(=N/O)c1nsnc1C.Cl,8.65
CCN(CC)CCS/C(=N/O)c1nonc1C.Cl,7.59
CCN(CC)CCS/C(=N\O)c1nnc(-c2ccccc2)o1.Cl,6.35
O/N=C\c1cnsn1,9.45
O/N=C/c1nnc(-c2ccccc2)o1,8.41
Cc1nsnc1/C=N\O,9.61
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2sc(CN3CCC(c4ccccc4)CC3)cc2c1,7.91
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2sc(CN3CCCCC3)cc2c1,8.29
Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,1.52
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,8.07
CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,3.73
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,2.56
CC(C)(C)C(=O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.0
CC(C)(C)CCN1CC[C@@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,6.7
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,7.9
CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,7.6
CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,9.2
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.7
CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,7.9
NC(=O)c1ccc[n+](Cc2ccc(C[n+]3ccc(/C=N/O)cc3)cc2)c1.[Br-].[Br-],8.15
NC(=O)c1ccc[n+](Cc2ccc(C[n+]3cccc(/C=N/O)c3)cc2)c1.[Br-].[Br-],8.79
NC(=O)c1cc[n+](Cc2ccc(C[n+]3cccc(/C=N/O)c3)cc2)cc1.[Br-].[Br-],8.77
NC(=O)c1ccc[n+](Cc2ccc(C[n+]3ccccc3/C=N/O)cc2)c1.[Br-].[Br-],7.72
NC(=O)c1cc[n+](Cc2ccc(C[n+]3ccccc3/C=N/O)cc2)cc1.[Br-].[Br-],7.76
NC(=O)c1ccc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)c1.[Br-].[Br-],7.95
NC(=O)c1ccc[n+](Cc2cccc(C[n+]3cccc(/C=N/O)c3)c2)c1.[Br-].[Br-],8.76
NC(=O)c1cc[n+](Cc2cccc(C[n+]3cccc(/C=N/O)c3)c2)cc1.[Br-].[Br-],8.75
NC(=O)c1ccc[n+](Cc2cccc(C[n+]3ccccc3/C=N/O)c2)c1.[Br-].[Br-],7.75
NC(=O)c1cc[n+](Cc2cccc(C[n+]3ccccc3/C=N/O)c2)cc1.[Br-].[Br-],7.69
NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2ccc(/C=N/O)cc2)c1.[Br-].[Br-],7.85
NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2cccc(/C=N/O)c2)c1.[Br-].[Br-],8.69
NC(=O)c1cc[n+](Cc2ccccc2C[n+]2cccc(/C=N/O)c2)cc1.[Br-].[Br-],8.59
NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2ccccc2/C=N/O)c1.[Br-].[Br-],7.79
NC(=O)c1cc[n+](Cc2ccccc2C[n+]2ccccc2/C=N/O)cc1.[Br-].[Br-],7.77
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,6.56
O=c1c(O)c(-c2ccccc2)c1=O,0.37
Oc1c(F)cccc1F,7.12
CN(C)CCCCc1ccc(C2(C)COC2)cc1,9.9
CN(C)CCCCc1ccc(C2COC2)cc1,9.9
CN(C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1,7.2
CN(C)CC1(CCc2ccc(C(C)(C)C)cc2)COC1,8.0
CN(C)CCC1(Cc2ccc(C(C)(C)C)cc2)COC1,9.2
CN(C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1,9.6
O=C(CCCN1CC[Si](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,9.27
COc1ccc(C(CN(C)C)[Si]2(O)CCCCC2)cc1,9.7
Nc1ccc(C(=O)O)c(F)c1,4.13
Cl.Nc1ccc(C(=O)O)c(I)c1,3.81
Cl.Nc1ccc(C(=O)O)c(N)c1,5.81
CCOc1cc(N)ccc1C(=O)O,5.09
CCCOc1cc(N)ccc1C(=O)O,4.96
CCCCOc1cc(N)ccc1C(=O)O,5.25
CCCCCOc1cc(N)ccc1C(=O)O,5.1
CC(C)CCOc1cc(N)ccc1C(=O)O,5.17
CCCCCCOc1cc(N)ccc1C(=O)O,5.37
CCCCCCCOc1cc(N)ccc1C(=O)O,5.3
CCCCCCCCOc1cc(N)ccc1C(=O)O,5.4
C=CCOc1cc(N)ccc1C(=O)O,5.01
Cc1cc(N)ccc1C(=O)O,4.83
Nc1ccc(C(=O)O)cc1F,4.35
Nc1ccc(C(=O)O)cc1Cl,4.35
Nc1ccc(C(=O)O)cc1I,4.34
Nc1ccc(C(=O)O)cc1O,4.59
Nc1ccc(C(=O)O)cc1[N+](=O)[O-],3.96
Cl.Nc1ccc(C(=O)O)cc1N,4.84
N#CSc1cc(C(=O)O)ccc1N,4.52
CCCCCCOc1cc(C(=O)O)ccc1N,4.47
Cc1cc(C(=O)O)ccc1N,4.62
Nc1ccc(C(=O)O)cc1C(=O)c1ccccc1,4.34
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OCC3(F)F)c2)nc1,5.1
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H](C(F)(F)F)[C@@H]1F,5.8
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H](C(F)(F)F)[C@@H]1F,5.9
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,6.3
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OC[C@@H]3F)c2)nc1,6.7
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=N1,7.3
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOC(N)=N3)c2)nc1,7.3
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@H]1F,7.4
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1F,8.1
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1,9.7
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,5.8
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)SCC1(F)F,6.1
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,9.0
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,6.3
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(N)=N1,9.8
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NCc2ccccc2O)[C@@H](O)[C@H]1O,8.5
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CC(=O)c2ccccc2O)[C@@H](O)[C@H]1O,2.0
N#CNC(=N)N,-0.4
N=C(N)N[N+](=O)[O-],-0.9
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,6.19
COc1cccc(C(=O)NCCN2CCN(c3ccc(C)cc3)CC2)c1,6.46
COc1cccc(C(=O)NCCN2CCN(c3noc4ccccc34)CC2)c1,6.24
COc1cccc(C(=O)NCCN2CCN(c3ccc(C#N)cc3)CC2)c1,6.41
COc1cccc(C(=O)NCCN2CCN(c3ncccc3C#N)CC2)c1,6.71
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cn3)CC2)c1,6.45
O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.46
Cc1ccc(N2CCN(CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.31
O=C(NCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)cc1,6.43
N#Cc1ccc(N2CCN(CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.43
N#Cc1cccnc1N1CCN(CCNC(=O)c2ccc(F)cc2)CC1,6.4
O=C(NCCN1CCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1,6.58
COc1noc2c1CN(C)CC2.Cl,6.6
CCN1CCc2onc(OC)c2C1.Cl,7.0
C=CCOc1noc2c1CNCC2.Cl,7.5
CC(C)Oc1noc2c1CNCC2.Cl,7.5
C#CCOc1noc2c1CNCC2.Cl,7.6
COc1noc2c1CN(Cc1ccccc1)CC2.Cl,6.0
CCCCOc1noc2c1CNCC2.Cl,7.6
CCCOc1noc2c1CNCC2.Cl,7.6
CC(C)COc1noc2c1CNCC2.Cl,7.7
C/C=C/COc1noc2c1CNCC2.Cl,7.7
CCOc1noc2c1CN(C)CC2.Cl,6.6
C=C(Br)COc1noc2c1CNCC2.Cl,7.6
CC#CCOc1noc2c1CNCC2.Cl,7.6
Cl.c1ccc(COc2noc3c2CNCC3)cc1,7.5
COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34,0.021
COC(=O)c1cc(OC(=O)c2ccc(OC)c(O)c2)c(OC)cc1CCN(C)C,0.14
COC(=O)c1ccc(OC)c(OC(=O)c2cc(O)c(OC)cc2CCN(C)C)c1,0.13
COC(=O)c1cc(OC(=O)c2ccc(OC)c(O)c2)c(OC)cc1CCN1CCOCC1,0.27
COC(=O)c1cc(OC(=O)c2ccc(OC)c(O)c2)c(OC)cc1CCNc1ccc(F)c(Cl)c1,0.061
COc1cccc(S(=O)(=O)NN2CCC(C)=C(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c1,8.8
CC1=C(CC(=O)NCc2ccc(C(=N)N)cc2)C(=O)N(NS(=O)(=O)c2cc(C)ccc2C)CC1,8.7
Cc1ccn(NS(=O)(=O)c2ccccc2)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1,5.9
COc1cc(C)ccc1S(=O)(=O)Nn1ccc(C)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,6.7
O=C(N[C@@H](Cc1ccc(OCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,6.7
O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.1
O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,6.7
O=C(N[C@@H](Cc1ccc(CCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.2
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,7.0
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,7.6
CNc1cccc(COCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,6.4
O=C(N[C@@H](Cc1ccc(OCCc2ccc3c(n2)NCCC3)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.6
O=C(NCc1ccc2c(n1)NCCC2)c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,6.8
O=C(N[C@@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.2
O=C(N[C@@H](Cc1ccc(OCCNc2nc3ccccc3s2)cc1)C(=O)O)c1c(Cl)cccc1Cl,4.3
CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,7.1
O=C(N[C@@H](Cc1ccc(OCCc2ccc3c(n2)NCCO3)cc1)C(=O)O)c1c(Cl)cccc1Cl,6.0
O=C(N[C@@H](Cc1ccc(OCCc2cccc(NC3CCCC3)n2)cc1)C(=O)O)c1c(Cl)cccc1Cl,6.8
O[C@@H]1c2cc(OCc3cccc(Cl)n3)ccc2OC[C@@H]1Cc1cccnc1,0.72
Cc1nc(COc2ccc3c(c2)[C@@H](O)[C@@H](Cc2cccnc2)CO3)ccc1Br,3.55
Cc1cccc(COc2ccc3c(c2)[C@@H](O)[C@@H](Cc2cccnc2)CO3)n1,5.96
Cc1nc(COc2ccc3c(c2)[C@@H](O)[C@@H](Cc2cccnc2)CO3)ccc1[N+](=O)[O-],1.52
O[C@@H]1c2cc(OCc3ccccn3)ccc2OC[C@@H]1Cc1cccnc1,5.25
O[C@@H]1c2cc(OCc3cccc(F)n3)ccc2OC[C@@H]1Cc1cccnc1,-0.44
O[C@@H]1c2cc(OCc3ccc4ccccc4n3)ccc2OC[C@@H]1Cc1cccnc1,4.81
Cc1ccc(C[S+]([O-])c2nc3cscc3[nH]2)nc1,3.26
COc1ccnc(C[S+]([O-])c2nc3cscc3[nH]2)c1Cl,3.55
COc1cc(C[S+]([O-])c2nc3cscc3[nH]2)ncc1Cl,3.44
[O-][S+](Cc1cc(OCc2ccc(C(F)(F)F)cc2)ccn1)c1nc2cscc2[nH]1,3.74
COc1ccnc(C[S+]([O-])c2nc3cscc3[nH]2)c1Br,3.52
COc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2cscc2[nH]1,3.52
[O-][S+](Cc1cc(OCC(F)(F)F)ccn1)c1nc2cscc2[nH]1,3.83
COc1ccnc(C[S+]([O-])c2nc3cscc3[nH]2)c1,4.16
[O-][S+](Cc1ccccn1)c1nc2cscc2[nH]1,3.05
[O-][S+](Cc1cc(OCC(F)(F)C(F)(F)C(F)(F)F)ccn1)c1nc2cscc2[nH]1,3.73
CCOc1ccnc(C[S+]([O-])c2nc3cscc3[nH]2)c1,3.92
[O-][S+](Cc1cc(OC(C(F)(F)F)C(F)(F)F)ccn1)c1nc2cscc2[nH]1,3.5
CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,9.6
O=S(=O)(N[C@H](CO)C(CC(F)(F)F)CC(F)(F)F)c1ccc(Cl)s1,8.9
O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,8.3
FC(F)C1Cc2ccccc2CN1,6.42
O=[N+]([O-])c1ccc2c(c1)CNC(C(F)F)C2,5.83
FC(F)C1Cc2ccc(Br)cc2CN1,6.12
CC(=O)Nc1ccc2ncccc2c1,5.51
CC(=O)Nc1ccc2nc(F)ccc2c1,-1.39
CC(=O)Nc1ccc2nc(N(C)CCO)ccc2c1,8.91
COc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,8.57
c1ccn(-c2ncc[nH]2)c1,5.36
Clc1cccc(N=C2NCCN2)c1Cl,8.55
O=[N+]([O-])c1cc(Cl)c(N=C2NCCN2)c(Cl)c1,6.86
Brc1cc(Br)c(N=C2NCCN2)c(Br)c1,7.46
Clc1cccc(Br)c1N=C1NCCN1,7.93
Fc1cccc(Cl)c1N=C1NCCN1,8.01
CSc1ncc[nH]1,5.95
Cc1cc(C)c(N=C2NCCN2)c(C)c1,10.78
Clc1ccccc1N=C1NCCN1,9.15
Cc1cc(Br)cc(C)c1N=C1NCCN1,10.21
Cc1cc(Cl)cc(C)c1N=C1NCCN1,10.25
Cc1ccccc1N=C1NCCN1,10.23
Cc1cc(C)c(N=C2NCCN2)c(Cl)c1,9.59
Clc1cc(Br)cc(Cl)c1N=C1NCCN1,7.72
Cc1cc(Cl)cc(Cl)c1N=C1NCCN1,9.03
Cc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,8.29
CN(C)C=O,1.6
CN(C)C(=O)c1ccccc1,1.2
C[S+](C)[O-],1.54
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1,10.9
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cc2ccccc2C(N)=N1,10.8
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(N)=N1,10.4
CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1,10.2
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,9.7
C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)c2ccccc21,9.7
NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,8.9
CN1C(=O)C[C@@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,8.4
NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,8.3
NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1,8.3
CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=N1,8.3
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(N)=N1,8.3
CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)c2ccccc2O1,7.3
CN1C(=O)C(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,7.3
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3ccccn23)CC1,5.9
Cc1ncc(C2CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)n1C,8.2
Cn1cncc1C1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,7.2
Cc1ncc(C2CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)[nH]1,7.9
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc[nH]2)CC1,6.9
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3n2CCCC3)CC1,8.2
Cc1nccn1CCC1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,7.9
Cc1ncc2n1C(=O)N(N1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2,5.0
Cc1nc(C)n2c1CN(C1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2=O,5.4
Cc1ncc2n1C(=O)N(C1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2,5.0
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N,9.69
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)C4)no2)cc1C#N,7.28
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(CC(=O)N[C@@H](C)CO)C2,6.07
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(C(CO)CO)C4)no2)cc1C#N,6.03
C[Si](C)(C)c1ccc(O)cc1,10.06
CN(Cc1ccccc1)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@H]1F,8.0
CN(Cc1ccccc1)C1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,8.5
CN(Cc1ccccc1C(F)(F)F)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@@H]1F,6.9
FC(F)(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(OCc2ccccc2)CC1,5.9
CN(Cc1ccccc1C(F)(F)F)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@H]1F,7.7
CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,5.7
NC1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12,7.6
C/C1=C/C=C\C(=O)O[C@H](/C=C(C)/C=C/C(C)=C/CN2CCCC2)Cc2nc(cs2)CCCCC(=O)O[C@@H](C)C1,11.0
C/C1=C/C=C\C(=O)O[C@H](/C=C(C)/C=C/C(C)=C/CN2CCOCC2)Cc2nc(cs2)CCCCC(=O)O[C@@H](C)C1,8.36
C/C1=C/C=C\C(=O)O[C@H](/C=C(C)/C=C/C(C)=C/CN(C)C)Cc2nc(cs2)CCCCC(=O)O[C@@H](C)C1,11.0
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,9.4
Cc1cc(=O)oc2cc(O)c(F)cc12,6.4
Cc1c(CC(=O)O)c(=O)oc2c(F)c(O)c(F)cc12,4.7
O=c1cc(C(F)(F)F)c2cc(F)c(O)cc2o1,5.7
Cc1cc(=O)oc2c(F)c(O)ccc12,6.4
CCOC(=O)c1cc2cc(F)c(O)c(F)c2oc1=O,3.8
O=c1cc(C(F)(F)F)c2cc(F)c(O)c(F)c2o1,4.0
O=C(O)c1cc2ccc(O)cc2oc1=O,7.5
O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7.3
Cc1cc(=O)oc2cc(O)cc(F)c12,5.9
Cc1cc(=O)oc2c(F)c(O)c(F)c(F)c12,4.2
Cc1cc(=O)oc2c(F)c(O)c(F)cc12,4.7
O=C(O)c1cc2cc(F)c(O)c(F)c2oc1=O,3.7
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,7.65
CCCS/C(=N\O)C(=O)c1ccc(Br)cc1,8.45
C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],7.36
COc1ccc(C(=O)/C(=N/O)SCCCN(C)C)cc1.O=C(O)C(=O)O,8.42
Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],7.57
