SMILES,pKa
CC(C)C1C(=O)c2ccccc2C1=O,7.4
O=C1CCC(C2CCCCC2)C(=O)C1,5.5
Oc1ccccc1-c1ccccc1O,7.5
O/C(=C\c1ccccc1)c1ccco1,8.5
Oc1ccc(-c2ccc(O)cc2)cc1,9.4
[O-]c1ccccc1-c1ccccc1O,14.7
[O-]c1ccc(-c2ccc(O)cc2)cc1,14.1
CC(C)c1cccc2ccc(O)cc12,9.52
CC1(C)[C@@H]2CC[C@]1(C)C(=O)C2C(=O)O,3.76
O=C(O)C1CCCc2ccccc2O1,3.63
COc1ccc([C@H]2C[C@@H]2C(=O)O)cc1,4.62
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](O)[C@@H]2C(=O)O,2.74
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](O)[C@H]2C(=O)O,2.05
O=C(O)c1cc2ccccc2cc1O,2.71
CC[C@@H](C(=O)O)[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.26
CC[C@H](C(=O)O)[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.07
O=C(O)c1cccc2ccc(O)cc12,3.69
CC(=O)C1C(=O)c2ccccc2C1=O,2.88
O=C([O-])c1c(O)ccc2ccccc12,10.92
O=C([O-])c1cc2ccccc2cc1O,12.19
O=C([O-])c1cccc2ccc(O)cc12,9.6
Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1
Nc1ccnc(-c2cc(N)ccn2)c1,8.8
Cc1cc(-c2cc(C)n(C)n2)nn1C,2.22
Cc1cc(C)n(Cc2cc(C)[nH]n2)n1,3.5
Cc1cc(C)n(-c2cc(C)n(C)n2)n1,2.19
Nc1cccc(-c2cccc(N)n2)n1,6.7
Cc1cc(-c2cc(C)n(C)[nH+]2)nn1C,-0.6
Cc1cc(Cn2[nH+]c(C)cc2C)n[nH]1,1.2
Cc1cc(C)n(-c2cc(C)n(C)[nH+]2)n1,-2.9
CCCCc1nc(N)c2ncsc2n1,3.49
Cc1n[nH]c2c1c(=O)n(C)c(=O)n2C,9.83
O=C(O)c1cccc(-c2nnn[nH]2)c1,3.74
O=C(O)c1ccc(-c2nnn[nH]2)cc1,3.63
CC1CCn2nnnc2C(C(=O)O)C1,3.2
CC1CCCC(C(=O)O)c2nnnn21,3.3
O=C(O)c1ccccc1-c1nnn[nH]1,2.9
CC(=O)n1ccnc1Cc1ncc[nH]1,6.6
CC(=O)N1CCNc2ncnc(C)c21,5.26
CC(=O)n1ccnc1Cc1[nH]cc[nH+]1,1.93
[O-]c1nc(C(F)(F)F)nc2nc[nH]c12,5.1
Oc1nc(C(F)(F)F)nc2[nH+]c[nH]c12,1.1
Cc1cc([N+](=O)[O-])cc2c1nnn2O,3.43
CC1=Nc2ccc(C)cc2N=C(C)C1,4.0
C1CCN(CCN2CCCCC2)CC1,9.43
CC1=CC(C)=Nc2ccc(C)cc2N1,3.5
CC1(C)CCC(C2CCC(C)(C)N2)N1,10.3
NC1CCN(Cc2ccccc2)CC1,9.79
Cc1ccnc(-c2cc(C)ccn2)c1,5.32
Nc1ccc(-c2ccc(N)cc2)cc1,4.96
C(=C\c1ccncc1)\c1ccncc1,5.57
C(=C/c1ccncc1)\c1ccncc1,5.82
Cc1cc(C)c2nc(C)cc(N)c2c1,10.4
C1CCN(CC[NH+]2CCCCC2)CC1,6.12
CC1(C)CCC(C2CCC(C)(C)[NH2+]2)N1,6.95
NCCC[n+]1ccc2ccccc2c1,8.97
[NH3+]C1CCN(Cc2ccccc2)CC1,7.05
CCc1ccc([C@@H]2CCC[NH+]2C)cn1,3.69
Nc1ccc(-c2ccc([NH3+])cc2)cc1,3.66
Clc1ccc(-c2ccc(Cl)cn2)nc1,3.96
CN(C)c1ncc(-c2ccccc2)s1,4.89
NCC[n+]1cc(Br)c2ccccc2c1,6.71
Cc1nc(-c2ccccc2[S-])[nH]c1C,9.0
Cc1[nH]c(-c2ccccc2S)[nH+]c1C,3.9
O=C1NC(=O)c2c1cccc2[N+](=O)[O-],8.8
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,8.68
O=S(=O)([O-])c1cc(O)c2[nH]ncc2c1,8.0
O=S(=O)([O-])c1c(O)ccc2[nH]ncc12,10.55
O=S(=O)([O-])c1ccc(O)c2[nH]ncc12,7.6
O=S(=O)([O-])c1cc(O)cc2[nH]ncc12,8.85
O=S(=O)([O-])c1c(O)ccc2cn[nH]c12,9.45
O=S(=O)([O-])c1cc(O)c2cn[nH]c2c1,8.1
O=S(=O)([O-])c1ccc(O)c2cn[nH]c12,7.6
O=S(=O)([O-])c1cc(O)cc2cn[nH]c12,9.65
O=C1NC(=O)/C(=C/c2ccccc2)N1,8.6
O=C1NC(=O)C(Cc2ccccc2)N1,9.03
O=C1CC(c2ccccc2)NC(=O)N1,11.22
C1CN(CCN2CCOCC2)CCO1,6.65
COc1nc2ccccc2nc1OC,-1.15
Nc1cc([N+](=O)[O-])cc2ccccc12,2.24
Nc1cccc2cc([N+](=O)[O-])ccc12,3.15
Nc1cc([N+](=O)[O-])c2ccccc2c1,2.62
Nc1ccc([N+](=O)[O-])c2ccccc12,0.53
Nc1cccc2c([N+](=O)[O-])cccc12,2.8
Nc1cccc2ccc([N+](=O)[O-])cc12,2.83
Nc1ccc2ccccc2c1[N+](=O)[O-],-0.92
Nc1cc2ccccc2cc1[N+](=O)[O-],1.48
Nc1c([N+](=O)[O-])ccc2ccccc12,-1.6
Nc1cccc2cccc([N+](=O)[O-])c12,2.79
Nc1ccc2ccc([N+](=O)[O-])cc2c1,3.13
Nc1ccc2cc([N+](=O)[O-])ccc2c1,2.9
Nc1ccc2cccc([N+](=O)[O-])c2c1,2.86
Nc1ccc2c([N+](=O)[O-])cccc2c1,3.16
Nc1ccc(C(=O)[O-])c2ncccc12,8.46
O=C([O-])CCc1nc2ccccc2[nH]1,5.7
C1CN(CC[NH+]2CCOCC2)CCO1,3.63
O=S1(=O)Cc2cc(Br)ccc2N=CN1,9.3
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,8.62
COC(=O)c1nc2cc(Cl)ccc2[nH]1,0.3
Cn1c(CCl)nc2c(O)ccc(O)c21,4.03
Cn1c(CBr)nc2c(O)ccc(O)c21,3.99
O=[N+]([O-])c1cccc(C2NCCS2)c1,4.63
O=[N+]([O-])c1ccc(C2NCCS2)cc1,4.55
CCOc1ccc2[nH]c(CC)nc2c1,6.27
CCCc1ncnc2c(O)cccc12,8.82
OC(CN1CCCC1)CN1CCCC1,9.73
Cn1cncc(-c2ccccc2)c1=O,1.5
CCc1c(-c2ccccc2)n[nH]c1O,7.8
Cc1cc(=O)n(-c2ccccc2)n1C,1.45
Cc1cc(=O)n(C)n1-c1ccccc1,2.4
Cc1nn(-c2ccccc2)c(O)c1C,11.3
Cc1nn(C)c(O)c1-c1ccccc1,10.9
O=C(c1ccccc1)N1CCNCC1,7.79
Cn1cnc(=O)c(-c2ccccc2)c1,1.99
Cc1ccc(C(=O)c2cc[nH]n2)cc1,12.02
CN(C1=NCCCO1)c1ccccc1,10.71
COc1cc(C)n(-c2ccccc2)n1,1.5
OC(CN1CCCC1)C[NH+]1CCCC1,7.75
CN(C)c1cc[nH+]c2c(O)cccc12,7.05
Cc1cnc(-c2ccccc2)c([O-])n1,9.3
Cc1cnc(-c2ccccc2)c(O)[nH+]1,0.7
COc1ccc(C2CCC[NH+]2C)cn1,1.34
O=S(Cc1ccccc1)c1ncc[nH]1,9.8
O=C(c1ccc(Cl)cc1)c1cc[nH]n1,11.87
CN1CC(O)C2=C/C(=N\O)C(=O)C=C21,8.6
CC(=O)N1CCc2noc(O)c2CC1,4.3
O=[N+]([O-])c1ccc2cccnc2c1O,1.94
O=[N+]([O-])c1ccc(O)c2ncccc12,2.88
N=C(c1ccccc1)c1ccccc1,6.82
C(=C\c1ccncc1)\c1ccccc1,5.77
C(=C/c1ccncc1)\c1ccccc1,5.97
C(=N/c1ccccc1)\c1ccccc1,4.55
Cc1cccc(Nc2ccccc2)c1,0.92
Cc1ccc(Nc2ccccc2)cc1,1.16
CN(c1ccccc1)C1CCCCC1,6.35
Cc1ccccc1NC1CCCCC1,5.34
c1ccc(CSc2ccncc2)cc1,5.41
Clc1cccc(Nc2ccccc2)c1,2.34
c1ccc(CSc2ccccn2)cc1,3.23
Clc1ccc(Nc2ccccc2)cc1,0.0
Brc1ccc(Nc2ccccc2)cc1,1.73
Nc1ccc([I+]c2ccccc2)cc1,1.66
Cc1csc(Cc2ccccc2)[n+]1C,10.75
Nc1cccc([I+]c2ccccc2)c1,1.87
FC(F)(F)c1cccc2ncccc12,3.09
FC(F)(F)c1ccc2cccnc2c1,3.16
O=C1Cc2c1cc([N+](=O)[O-])c(O)c2Br,2.88
O=C(NO)c1cccc2ccccc12,7.7
O=C(O)CCc1c[nH]c2ccccc12,4.87
Cc1[nH]c2ccccc2c1CC(=O)O,4.67
CC(=O)c1ccc(O)c2ncccc12,4.0
COC(=O)c1ccc2ccccc2n1,1.75
Oc1ccccc1CN1CCOCC1,7.71
Cc1nc(Cc2ccccc2)c(O)o1,10.34
COC(=O)c1ccc2ncccc2c1,3.8
COc1ccc2c(c1)C(O)N(C)C=C2,2.15
CC(=O)Oc1cccc2cccnc12,3.3
CCS[C@@H]1C(O)C2CC(=O)CC1N2C,4.9
Oc1ccccc1CN1CCCCC1,8.6
OC(c1ccccc1)c1ccccn1,12.85
C/C=C/c1ccc2cccnc2c1O,11.34
C=CCc1ccc2cccnc2c1O,10.07
CC1(C)CC(=O)C=C(N2CCCC2)C1,3.15
Cc1c(O)cncc1C1CCCCC1,10.0
C=C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,9.83
C=C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,9.98
C=C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,9.51
C#C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,9.63
C#C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,9.73
C#C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,9.29
COc1ccc(C2CCCN2C)cc1,8.9
CC[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,10.05
CC[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,10.31
CC[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,9.71
[O-]c1ccccc1CN1CCCCC1,11.01
CCC[n+]1cccc2cc(O)ccc21,7.08
CCC[n+]1cccc2c(O)cccc21,6.06
Oc1ccc(Cl)cc1CN1CCCC1,11.715
OCC[n+]1cc(Br)c2ccccc2c1,13.08
Oc1ccc(Cl)cc1C[NH+]1CCCC1,8.3
O=C1NC(=O)C(c2ccccc2)C1=O,3.4
O=C(O)c1ccc(O)c2ncccc12,4.0
COC(=O)[C@@H]1[C@@H](O)C[C@H]2CC[C@@H]1N2C,8.21
COC(=O)[C@@H]1[C@H](O)C[C@@H]2CC[C@H]1N2C,8.85
O=[N+]([O-])c1ccc2c(O)cccc2c1,8.49
O=[N+]([O-])c1ccc2ccc(O)cc2c1,8.81
O=C1CCc2ccc([N+](=O)[O-])cc2C1,11.76
O=[N+]([O-])c1ccc2cc(O)ccc2c1,7.69
O=C1CCc2cc([N+](=O)[O-])ccc2C1,10.09
O=C([O-])c1ccc(O)c2ncccc12,4.8
CCN(CC)c1ncnc2[nH]ncc12,4.71
CCCNc1ncnc2c1cnn2C,4.25
CCCCNc1ncnc2[nH]ncc12,4.67
CC(C)Nc1ncnc2c1cnn2C,4.22
[NH3+]C(Cc1ccccc1)c1nnn[nH]1,1.93
NC(Cc1ccccc1)c1nnn[n-]1,8.18
Nc1nc(C(F)(F)F)c2[nH]cnc2n1,8.87
COC(=O)Nc1ncnc2nc[nH]c12,9.68
O=[N+]([O-])c1cccc(-c2nnn[nH]2)c1,3.25
O=[N+]([O-])c1ccc(-c2nnn[nH]2)cc1,3.08
O=[N+]([O-])c1ccc(-n2cnnn2)cc1,-3.92
O=[N+]([O-])c1ccccc1-c1nnn[nH]1,2.98
CO/C([O-])=N/c1ncnc2nc[nH]c12,12.1
CN(C)C(=O)c1ncnc2nc[nH]c12,7.9
Nc1cc(N2CCOCC2)nc(N)n1,6.73
Cn1ncc2c(NCCO)ncnc21,3.86
Nc1ccnc(-c2cccc(Cl)n2)c1,7.7
Nc1ccnc(-c2cc(Cl)ccn2)c1,7.4
CCn1nc(-c2ccccc2)sc1=N,6.1
CCNc1nnc(-c2ccccc2)s1,3.0
O/N=C1/C=C/C(=N\O)c2cccnc21,10.0
O=[N+]([O-])c1ccc2[nH]c(CCl)nc2c1,2.21
Cc1cc([O-])n(C2CCN(C)CC2)n1,9.0
Cc1cc(O)n(C2CC[NH+](C)CC2)n1,6.63
O=S(Cc1ccccc1)c1ncn[nH]1,7.38
O=S(Cc1ccccc1)c1cnn[nH]1,6.09
On1nnc2ccc(C(F)(F)F)cc21,3.97
O=[N+]([O-])c1ccc2[nH]c(CO)nc2c1,2.21
O=[N+]([O-])c1n[nH]c(-n2cnc(Cl)n2)n1,1.59
O=[N+]([O-])c1n[nH]c(-n2cnc(Br)n2)n1,1.63
CCCCCCC(=O)O,4.86
C#CCCCCC(=O)O,4.58
CC#CC#CCC(=O)O,3.23
CCCCC#CC(=O)O,2.61
CCC#CC#CC(=O)O,1.91
CC(C)(C)CCC(=O)O,4.83
CC(C)(C)C#CC(=O)O,2.66
CCC/C=C(/C)C(=O)O,4.44
CCC/C=C(\C)C(=O)O,5.13
C=C(CCCC)C(=O)O,4.8
CCC(C(C)=O)C(C)=O,11.33
CCC(=O)CC(=O)CC,9.82
CCC(CC(C)C)OO,12.8
CC(=O)CC(=O)C(C)C,9.46
CCCSC(C)C(=O)O,3.82
CCP(=O)(CC)CC=O,10.95
CCCP(=O)(O)CCC,3.33
CC(C)P(=O)(O)C(C)C,3.56
CCCCSCC(=O)O,3.81
CC(C)SC(C)C(=O)O,3.78
CC[Si](C)(C)CC(=O)O,5.4
C[Si](C)(C)CCC(=O)O,4.91
C[Si](C)(C)C#CC(=O)O,2.21
CC(C)(C)C(=O)C(=O)O,2.3
CCOC(=O)/C=C(/C)O,9.51
CCOC(=O)CC(C)=O,10.66
CC(=O)CCCC(=O)O,4.66
CC(=O)C(C=O)C(C)=O,4.6
C=CC(O)OCC(C)O,5.5
N/C(C/C(N)=N/O)=N\O,4.77
CN(C)CC(C)(C)CN,10.09
CCCCNCCC#N,8.3
CCN(CC)CCC#N,7.62
CN(C)CCCN(C)C,9.8
CC(CN(C)C)N(C)C,9.49
CCN(C)N(CC)CC,7.3
C[NH+](C)CC(C)(C)CN,7.4
CN(C)CCC[NH+](C)C,7.73
CC(CN(C)C)[NH+](C)C,5.4
NC(=O)NOCC(=O)O,2.6
CC/C([N+](=O)[O-])=[N+](/[O-])O,4.1
CCC([N+](=O)[O-])[N+](=O)[O-],5.67
CC(C)=NNS(C)(=O)=O,8.5
CC(C)CC(N)C(N)=O,8.0
CC(C)C[C@H](N)C(N)=O,7.84
C/C(CCN(C)C)=N\[O-],11.2
NC(=O)CC(N)C(=O)O,2.02
NC(=O)C[C@H](N)C(=O)O,2.14
NC(=O)C(N)CC(=O)O,7.95
NC(=O)[C@@H](N)CC(=O)O,8.02
CC(=N\O)/C(CO)=N/O,10.1
NCC(=O)NCC(=O)[O-],8.31
CC(=N\O)/C(CO)=N/[O-],12.1
CC(C(N)=O)S(N)(=O)=O,9.86
CCCCCCCCN,10.76
C#CCCCCCCN,10.74
CC(C)CCCC(C)N,10.28
CCCCNCCCC,11.29
CC(C)CNCC(C)C,10.59
CCC(C)NCC(C)C,10.77
CCC(C)NC(C)CC,10.94
CCCCCC(C)NC,10.99
CCN(C(C)C)C(C)C,11.44
CCCCCC(C)(C)N,10.83
CC(C)(C)CC(C)(C)N,10.84
C#CCCCCN(C)C,9.24
CCN(CC)CCSC,9.62
CC(C)NC[Si](C)(C)C,10.8
C[N+](C)(C)C[Sn](C)(C)C,10.63
O=C(O)CC(=O)/C=N/O,3.5
N[C@@H](CC(=O)[O-])C(=O)[O-],9.54
CCOC(=O)C[N+](=O)[O-],5.82
O=C([O-])CC(=O)/C=N/O,8.7
CC(C)(C#N)CC(=O)O,4.04
C=C(C)C(=O)OCCN,8.7
CC(O)CN(C)CCO,8.69
CC(C)=CC(=O)/C=N/O,8.9
CC(=O)/C(=N\O)C(C)C,9.5
CC(O)CNCC(C)O,8.88
CCCCCC(=O)NO,9.58
CN(O)C(=O)C(C)(C)C,9.94
CC(C)=C(C#N)C(=O)O,3.04
CCOC(=O)C(N)CC,7.71
[NH3+]CCCCCC(=O)O,4.37
NCCCCCC(=O)[O-],10.76
CCCC[NH2+]CC(=O)O,2.32
CC(C)C[NH2+]CC(=O)O,2.35
CC[NH+](CC)CC(=O)O,1.98
CCC[NH2+]C(C)C(=O)O,2.21
CCCCC([NH3+])C(=O)O,2.29
CCCC[C@H]([NH3+])C(=O)O,2.39
CC(C)CC([NH3+])C(=O)O,2.46
CC(C)C[C@H]([NH3+])C(=O)O,2.54
CC[C@H](C)[C@H]([NH3+])C(=O)O,2.31
CCC(C)[C@H]([NH3+])C(=O)O,2.26
CCCCNCC(=O)[O-],10.16
CC(C)CNCC(=O)[O-],10.12
CCN(CC)CC(=O)[O-],10.5
CNC(C(=O)[O-])C(C)C,9.9
CCCNC(C)C(=O)[O-],10.19
CCCCC(N)C(=O)[O-],9.89
CCCC[C@H](N)C(=O)[O-],9.76
CC(C)CC(N)C(=O)[O-],9.76
CC(C)C[C@H](N)C(=O)[O-],9.62
CC[C@H](C)[C@H](N)C(=O)[O-],9.77
CCC(C)[C@H](N)C(=O)[O-],9.62
CCNCCCC(=O)[O-],11.03
CC[NH2+]CCCC(=O)O,3.92
CNS(=O)(=O)C(F)(F)F,7.56
CSC(=S)NCC(=O)O,3.19
CC(O)CNC(C)(C)C,10.0
COCC(C)CN(C)C,9.69
CCCCCC/C=N/O,11.6
CC(=O)SCCN(C)C,8.27
CCNC(=S)OC(C)C,11.52
CC(=O)N(C)CC(=O)O,3.16
CC(=O)C(=NO)C(C)=O,7.44
CC(CC(=O)O)C(N)=O,4.59
CCOC(=O)/C(C)=N/O,9.64
CNC(=O)/C=C\C(=O)O,3.98
N#CCCNCCC#N,5.23
CC(CCN(C)C)NN,9.23
CNCCN(C)CCN,10.24
CCN(CC)/N=C(\C)N,10.6
CN(C)CCNCCN,9.91
CCN(CC#N)CC#N,3.98
CN=C(N(C)C)N(C)C,13.8
NCCCNCCCN,10.72
C[NH2+]CCN(C)CC[NH3+],3.38
C[NH+](C)CCNCC[NH3+],4.36
[NH3+]CCCNCCC[NH3+],8.08
CC(CC[NH+](C)C)NN,5.9
C[NH2+]CCN(C)CCN,9.68
C[NH+](C)CCNCCN,9.12
NCCCNCCC[NH3+],9.72
NC(=O)C[C@H](N)C(N)=O,7.0
N#CC(O)=C(C#N)C#N,1.9
N=C(N)NOCC(=O)[O-],7.58
NC(=[NH2+])NOCC(=O)O,2.69
O=C(O)C12CCC(C1)C2,3.96
c1ncc2cn[nH]c2n1,9.54
c1ncc2[nH]cnc2n1,2.45
c1ccc2[nH]ncc2c1,1.31
CN1C2CCC(C2)N1C,6.89
c1ccc2[nH]cnc2c1,5.51
c1cnc2[nH]ccc2c1,4.48
C1CN=C2NCCC2C1,11.7
Cc1csc2nccn12,5.36
CC1=CSC2=NCCN12,9.81
c1ccc2c(c1)CCN2,5.49
c1ccc(C2CN2)cc1,6.47
CC1CN2CCC1CC2,11.29
CC(C)N1C2CCCC21,8.31
CC1CC2CCN1CC2,11.33
C[C@@H]1CCN2CC=C[C@H]12,10.59
C[C@@H]1CC[C@@H]2CCCN21,12.02
C[C@H]1CC[C@@H]2CCCN12,11.74
ClC1CC2CCN1CC2,6.98
ClC1CN2CCC1CC2,8.79
c1ccc2scnc2c1,1.38
O=C1NC(=O)C2CCC12,9.63
O=C1CN2CCC1CC2,7.27
OC1CN2CCC1CC2,9.93
c1ncc2[nH]nnc2n1,4.88
c1ccc2[nH]nnc2c1,1.6
c1cc2[nH]cnc2cn1,6.1
c1cnc2nc[nH]c2c1,3.95
Sc1ccc(Cl)c(Cl)c1,5.48
O=C1COCC(=O)C1=O,7.62
O=C(O)C1COCCO1,3.15
O=C(O)C1(C(=O)O)CC1,1.92
O=C1COC=C([O-])C1=O,10.48
O=C([O-])C1(C(=O)O)CC1,7.31
O=Cc1ccc(O)cc1,7.53
O=c1cccc(O)cc1,5.64
OCc1ccc(O)cc1,9.82
OCc1ccccc1O,9.92
COc1ccc(O)cc1,10.24
OCc1cccc(O)c1,9.83
Cc1cc(O)ccc1O,10.11
CC1(C)CC(=O)CC1=O,4.2
CC1CCCC(=O)C1=O,11.23
Cc1cccc(O)c1O,9.28
Cc1ccc(O)c(O)c1,9.62
O=c1cccccc1O,6.87
O=C(O)C1CCCCC1,4.89
OC(O)c1ccccc1,12.43
O=c1ccccc(O)c1,5.4
O=Cc1ccccc1O,8.36
COc1ccccc1O,9.7
O=Cc1cccc(O)c1,8.86
O=CC1CCCCC1=O,6.35
CC(=O)C1CCCC1=O,7.82
COc1cccc(O)c1,9.51
Cc1cc(O)cc(C)[o+]1,0.38
Cc1cc([O-])ccc1O,11.78
Cc1ccc(O)c([O-])c1,13.27
O=C(O)c1ccc(Cl)s1,3.41
O=C(O)c1csc(Cl)c1,3.8
O=C(O)c1cc(Br)cs1,3.11
O=C(O)c1ccc(Br)s1,3.3
O=C(O)c1csc(Br)c1,3.7
OB(O)c1ccccc1,8.74
Oc1ccc(O)c(Cl)c1,8.81
Oc1ccc(O)c(Br)c1,8.67
Cc1csc(C(=O)O)c1,3.66
O=S(O)c1ccccc1,1.72
O=[Se](O)c1ccccc1,-0.9
O=[PH](O)c1ccccc1,1.63
O=C(O)Cc1ccsc1,4.07
Cc1ccc(C(=O)O)s1,-0.57
O=C(O)Cc1cccs1,3.85
Cc1cc(C(=O)O)cs1,4.24
[O-]c1ccc(O)cc1Cl,10.78
[O-]c1ccc(O)cc1Br,10.68
CC1(C)CC=CC(=O)C1,12.4
Cc1cc(C)cc(O)c1,10.13
Cc1ccc(O)cc1C,10.32
C=Cc1ccc(O)cc1,9.91
Cc1cccc(O)c1C,10.51
Cc1ccc(C)c(O)c1,10.36
Cc1cccc(C)c1O,10.6
CC(=O)c1ccccc1,18.34
CC(O)c1ccccc1,-7.0
Cc1ccc(O)c(C)c1,10.56
Oc1ccc(Cl)c(Cl)c1,8.58
Oc1cc(Cl)cc(Cl)c1,8.07
Oc1cc(Br)cc(Br)c1,8.01
Oc1ccc(Cl)cc1Cl,7.8
Oc1c(Cl)cccc1Cl,6.8
Oc1ccc(Br)cc1Br,7.77
Oc1c(Br)cccc1Br,6.6
Oc1cccc(Cl)c1Cl,7.71
CSc1ccc(O)cc1,9.5
Cc1cc(Cl)ccc1O,9.6
Cc1cc(O)ccc1Cl,9.4
O=c1cccccc1S,5.9
Cc1cccc(Cl)c1O,8.7
O=C(S)c1ccccc1,2.44
COc1cccc(S)c1,6.39
COc1ccc(S)cc1,6.76
CSc1cccc(O)c1,9.47
O=C(O)[C@H]1O[C@@H]1C(=O)O,1.92
O=C(O)[C@H]1O[C@H]1C(=O)[O-],3.92
O=C([O-])[C@H]1O[C@@H]1C(=O)O,3.25
Oc1cccc(O)c1O,8.97
CC1=CC(=O)CC(=O)O1,5.0
CC1CC(=O)CC(=O)O1,5.1
O=C(O)C1=C(CO)CC1,4.16
Cc1ccc(C(=O)O)o1,3.42
O=C(O)C1CCCCO1,3.84
O=C(O)C1(O)CCCC1,4.11
O=C(O)C1CCCOC1,4.25
CCO[C@H]1C[C@H]1C(=O)O,4.83
CCO[C@H]1C[C@@H]1C(=O)O,4.46
O=C(O)Cc1ccco1,3.72
CCC1C(=O)COC1=O,4.29
O=C(O)Cc1ccoc1,4.07
CC(=O)[C@@H]1C[C@@H]1C(=O)O,4.19
Oc1cc(O)cc(O)c1,8.83
[O-]c1cc([O-])cc(O)c1,14.1
[O-]c1c(O)cccc1O,11.2
O=C(O)c1cc(Cl)co1,2.69
O=C(O)c1ccc(I)o1,2.94
O=C1CC(=O)CS(=O)C1,3.12
Cc1nnc(N)nc1C,3.71
Cc1cc(N)nc(N)n1,7.65
Cc1nc(C)nc(N)n1,3.6
Nc1ncnc([S-])c1N,9.34
Nc1nc[nH+]c(S)c1N,2.21
Nc1cnc([S-])nc1N,10.39
Nc1c[nH+]c(S)nc1N,2.96
O=C(O)Cn1ncnn1,2.12
O=C(O)Cn1cnnn1,2.27
O=C(O)Cc1nnn[nH]1,3.1
Nc1c[nH]nc1[N+](=O)[O-],9.5
Nc1n[nH]cc1[N+](=O)[O-],9.73
O=C([O-])Cc1nnn[nH]1,5.32
Nc1ncnc([O-])c1N,9.86
Nc1nc[nH+]c(O)c1N,3.57
N#Cc1ccc(N)cc1,1.74
NCc1ccc(N)cc1,10.0
NCCc1ccncc1,9.37
Cc1cc(N)c(C)cn1,9.68
NCCc1cccnc1,9.44
NCCc1ccccn1,9.51
CN(C)C1CCNCC1,10.66
Cc1ccc(N)c(N)c1,5.0
N=C(N)c1ccccc1,11.8
N#CCc1cccnc1,3.78
CN1CCC=C(C#N)C1,6.35
CN(C)c1ccncc1,9.7
Cc1cc(C)c(C)nn1,4.81
CCc1ccc(C)nn1,4.17
CCCc1cccnn1,3.59
Cc1nn(C)c(C)c1C,4.48
CN1CCCCCN1C,6.66
CCc1cnnc(C)c1,4.17
CCc1ccnnc1C,4.03
CN1C=C(C#N)C=CC1,2.7
CN1C=C(C#N)CCC1,2.7
N#Cc1ccccc1N,0.95
CN(C)c1cccnc1,6.67
N#CCN1CCCCC1,4.55
CCCCn1ccnc1,7.14
CC(C)(C)n1ccnc1,7.35
CCCn1ccnc1C,8.2
Cc1cc(C)nc(N)c1,7.84
N#Cc1cccc(N)c1,2.83
CCc1cnccc1N,9.17
Cc1cnc(C)c(C)n1,2.65
CNCc1ccccn1,8.96
CC1CN(C)CCN1C,8.36
Nc1ccc(C[NH3+])cc1,4.16
[NH3+]CCc1ccncc1,4.98
[NH3+]CCc1cccnc1,4.64
[NH3+]CCc1ccccn1,3.93
CN(C)c1cc[nH+]cc1,-7.78
CN(C)c1ccc[nH+]c1,-1.91
Cc1cnc(C)c(C)[nH+]1,-3.6
CC1CN(C)CC[NH+]1C,3.93
C[NH2+]Cc1ccccn1,2.91
CC1(C)NC(=S)NC1=S,7.65
CN(C)c1ncc(Br)s1,3.66
Cc1cc([S-])nc([S-])n1,12.02
Cc1cc([S-])[nH+]c([S-])n1,6.87
C[n+]1c([S-])ccnc1[S-],6.96
Cc1nn(C)c(C)c1Cl,1.96
Nc1ccc(Cl)cc1N,4.3
C1CNCCSCCN1,10.0
C/N=c1/scc(C)n1C,9.97
Cc1cnc(N(C)C)s1,6.08
CSc1nccc(C)n1,1.95
CSc1cc(C)ncn1,3.25
Cc1cc(C)[nH+]c([S-])n1,2.8
Cc1cc(C)nc([S-])n1,8.5
C1C[NH2+]CCSCCN1,4.16
O=C(O)c1cccnn1,3.0
Cc1cc(C(=O)O)n[nH]1,3.99
O=C(O)c1ncccn1,2.85
O=C(O)c1cnccn1,2.7
CN1CCC(=O)NC1=O,11.86
CC1(C)NC(=O)NC1=O,9.19
O=C(O)c1ccnnc1,2.8
C[n+]1nc(O)ccc1[O-],5.65
Cc1cc(O)[nH+]c(O)[nH+]1,1.2
O=[N+]([O-])c1ccncc1,1.86
COc1cnc[nH+]c1O,1.75
COc1cncnc1[O-],8.6
C[n+]1ccc([O-])nc1[O-],9.73
Cc1cc([O-])[nH+]c([O-])n1,9.29
C[n+]1c([O-])ccnc1[O-],9.94
